Time_l,Price (BTC/USD) – Bitcoin,sum(Transaction count – Blocks) – Bitcoin,avg(Block size (kB)) – Bitcoin,f(number(86400)/count()) – Bitcoin,avg(Fee – Transactions (USD)) – Bitcoin,t,v
04.12.2012,12.52,32356,137322.00892857142,771.4285714285714,0.0109060205216961,1354147200,41690
05.12.2012,12.98,33744,134862.59836065574,708.1967213114754,0.010484343883357,1354233600,36891
06.12.2012,13.25,37163,130736.62773722628,630.6569343065694,0.0110746791163253,1354320000,34392
07.12.2012,13.37,32145,111617.09302325582,669.7674418604652,0.0101378970290869,1354406400,27546
08.12.2012,13.32,33174,105714.22463768117,626.0869565217391,0.0103669982516428,1354492800,29928
09.12.2012,13.43,32059,116813.12698412698,685.7142857142857,0.0101704388783181,1354579200,42093
10.12.2012,13.22,36221,119484.72027972028,604.1958041958042,0.0112235553960409,1354665600,44265
11.12.2012,13.36,36779,118238.21527777778,600.0,0.0114648902906549,1354752000,40947
12.12.2012,13.47,36736,131017.71538461538,664.6153846153846,0.0104946428571428,1354838400,40671
13.12.2012,13.57,42515,150893.17557251907,659.5419847328244,0.0144252122780195,1354924800,38064
14.12.2012,13.62,39014,168216.8679245283,815.0943396226415,0.0111973829907212,1355011200,38608
15.12.2012,13.57,32365,124239.74137931036,744.8275862068965,0.0102236891704001,1355097600,35642
16.12.2012,13.51,35476,143237.84684684683,778.3783783783783,0.0106133273198782,1355184000,36780
17.12.2012,13.35,41040,131862.05970149254,644.776119402985,0.0108368031189083,1355270400,42399
18.12.2012,13.18,49812,183036.864,691.2,0.0106011844535453,1355356800,45850
19.12.2012,13.2,44765,136948.19014084508,608.4507042253521,0.0103194348263152,1355443200,41453
20.12.2012,13.34,35922,155127.4245283019,815.0943396226415,0.0115796169478314,1355529600,34372
21.12.2012,13.45,44580,153479.65873015873,685.7142857142857,0.0111152893674293,1355616000,35514
22.12.2012,13.45,51258,139518.66013071896,564.7058823529412,0.0107001385149635,1355702400,40773
23.12.2012,13.36,36738,134197.89344262294,708.1967213114754,0.0114621971800315,1355788800,47848
24.12.2012,13.21,36111,135534.39393939395,654.5454545454545,0.0102510703109855,1355875200,43487
25.12.2012,13.34,28743,101059.74193548386,696.7741935483871,0.0108193264446995,1355961600,39263
26.12.2012,13.29,36586,117640.78571428572,561.038961038961,0.0106045755206909,1356048000,46086
27.12.2012,13.3,43787,131340.40384615384,553.8461538461538,0.0111969420147532,1356134400,55026
28.12.2012,13.32,47105,126688.4201183432,511.2426035502959,0.0105836110816261,1356220800,39677
29.12.2012,13.38,38110,125104.52777777778,600.0,0.0105031041721332,1356307200,39787
30.12.2012,13.47,45447,115105.2530120482,520.4819277108434,0.0103804783594076,1356393600,30042
31.12.2012,13.41,30064,88550.25949367089,546.8354430379746,0.0108875299361362,1356480000,37901
01.01.2013,13.44,31896,89114.77160493827,533.3333333333334,0.0106821889892149,1356566400,36205
02.01.2013,13.31,39433,114158.38562091504,564.7058823529412,0.0108433723023863,1356652800,42099
03.01.2013,13.29,42309,108105.27160493829,533.3333333333334,0.0118101845942943,1356739200,39741
04.01.2013,13.32,48589,141893.1503267974,564.7058823529412,0.0105682870608573,1356825600,45548
05.01.2013,13.38,39596,118321.98581560283,612.7659574468086,0.0106053313466006,1356912000,34520
06.01.2013,13.38,33026,100689.95862068963,595.8620689655172,0.0141373130261006,1356998400,37576
07.01.2013,13.42,40288,105482.88095238096,514.2857142857143,0.0119605440826052,1357084800,42904
08.01.2013,13.44,38624,149385.64661654134,649.624060150376,0.0112538395816072,1357171200,51040
09.01.2013,13.66,43190,148418.78461538462,664.6153846153846,0.0103663903681407,1357257600,47120
10.01.2013,13.69,52539,163764.80272108843,587.7551020408164,0.0399502160299967,1357344000,53310
11.01.2013,14.02,52749,187258.68376068372,738.4615384615385,0.0112924263967089,1357430400,41980
12.01.2013,14.1,45671,163180.3524590164,708.1967213114754,0.0113452869435746,1357516800,53638
13.01.2013,14.15,49441,162449.4812030075,649.624060150376,0.011205442851075,1357603200,55819
14.01.2013,14.09,44560,127191.74522292994,550.3184713375796,0.0110109829443447,1357689600,55904
15.01.2013,14.19,45022,158378.9090909091,714.0495867768595,0.0105869952467682,1357776000,60972
16.01.2013,14.19,53629,180820.15267175573,659.5419847328244,0.010913626955565,1357862400,60818
17.01.2013,14.49,48100,200063.9099099099,778.3783783783783,0.0113880207900207,1357948800,50555
18.01.2013,15.14,49139,185283.96694214875,714.0495867768595,0.011588571195995,1358035200,55319
19.01.2013,15.64,56170,159723.16883116882,561.038961038961,0.0176678796510592,1358121600,43991
20.01.2013,15.45,41371,140661.27692307692,664.6153846153846,0.0122886369679243,1358208000,57365
21.01.2013,15.67,40441,139584.56818181818,654.5454545454545,0.0114627284191785,1358294400,58213
22.01.2013,16.35,43752,144866.875,600.0,0.0124291780947156,1358380800,58741
23.01.2013,17.13,46678,174382.12698412698,685.7142857142857,0.0163017610008997,1358467200,57028
24.01.2013,17.2,46221,150873.96794871794,553.8461538461538,0.0163819843793946,1358553600,49029
25.01.2013,17.77,48511,164224.1094890511,630.6569343065694,0.0151899363031065,1358640000,45889
26.01.2013,16.69,52366,152176.89102564103,553.8461538461538,0.0152508727036626,1358726400,45748
27.01.2013,17.13,55413,162203.3642384106,572.1854304635762,0.0147560825077147,1358812800,53219
28.01.2013,17.57,52180,168422.96598639456,587.7551020408164,0.0145464239172096,1358899200,47082
29.01.2013,18.29,51703,157379.48101265822,546.8354430379746,0.0175372744328182,1358985600,60473
30.01.2013,19.14,41219,127450.35947712418,564.7058823529412,0.0162028239404158,1359072000,49483
31.01.2013,19.43,51633,124566.36269430052,447.6683937823834,0.017967979780373,1359158400,54329
01.02.2013,20.53,59382,179126.8775510204,587.7551020408164,0.018082861809976,1359244800,49360
02.02.2013,20.7,54465,158704.55555555556,564.7058823529412,0.0281057798586248,1359331200,54027
03.02.2013,19.48,61164,149299.03225806452,464.5161290322581,0.016568656399189,1359417600,55358
04.02.2013,20.22,55005,153543.86585365853,526.829268292683,0.0166094536860285,1359504000,44313
05.02.2013,20.41,53420,141707.17365269462,517.3652694610779,0.0161770909771621,1359590400,47519
06.02.2013,20.53,42555,129362.93150684932,591.7808219178082,0.0155661473387381,1359676800,64171
07.02.2013,21.04,61237,177804.43506493507,561.038961038961,0.0166598151444388,1359763200,56418
08.02.2013,21.55,60921,180397.14569536425,572.1854304635762,0.0174193168201441,1359849600,57165
09.02.2013,22.4,57750,179376.86013986013,604.1958041958042,0.017510045021645,1359936000,57162
10.02.2013,23.19,56443,154022.86956521738,536.6459627329192,0.0185804581613309,1360022400,59718
11.02.2013,23.41,57594,164919.75471698114,543.3962264150944,0.0198226395110601,1360108800,53365
12.02.2013,24.04,58551,192537.72661870503,621.5827338129496,0.0198802975184027,1360195200,58185
13.02.2013,25.06,59090,158420.6432748538,505.2631578947368,0.0238058723980368,1360281600,59968
14.02.2013,25.47,50928,157905.03973509933,572.1854304635762,0.0217276920358152,1360368000,56105
15.02.2013,25.41,55647,145939.27374301676,482.6815642458101,0.0261608334681114,1360454400,57298
16.02.2013,26.95,51433,124961.25925925926,457.1428571428572,0.0265968191627943,1360540800,52067
17.02.2013,27.07,49635,126095.0319148936,459.5744680851064,0.0255308491991538,1360627200,51739
18.02.2013,26.38,50374,144020.78881987577,536.6459627329192,0.0236255667606304,1360713600,52955
19.02.2013,26.73,54519,160518.84905660377,543.3962264150944,0.022759083989068,1360800000,51234
20.02.2013,28.18,59748,149430.15025906736,447.6683937823834,0.0235596973957287,1360886400,49827
21.02.2013,29.47,55916,142290.94886363635,490.9090909090909,0.0271352528793189,1360972800,46889
22.02.2013,29.68,62171,167057.35294117648,508.2352941176471,0.0254140805198565,1361059200,45234
23.02.2013,30.44,57886,163172.48170731709,526.829268292683,0.0253100352416819,1361145600,46989
24.02.2013,28.97,57164,159470.95512820513,553.8461538461538,0.0228387883982926,1361232000,49143
25.02.2013,29.75,67144,149805.9068627451,423.52941176470586,0.0295550786369593,1361318400,50750
26.02.2013,30.04,63438,174769.81325301205,520.4819277108434,0.0269291796714902,1361404800,50373
27.02.2013,30.95,60949,145835.9689119171,447.6683937823834,0.0277298987678222,1361491200,54225
28.02.2013,31.08,63021,173664.44047619047,514.2857142857143,0.0299324685422319,1361577600,51150
01.03.2013,32.67,64535,196620.55921052632,568.421052631579,0.0344266305105756,1361664000,51984
02.03.2013,34.19,55825,180438.46896551724,595.8620689655172,0.0313423502015226,1361750400,56277
03.03.2013,33.86,54459,157164.98136645963,536.6459627329192,0.0279656842762445,1361836800,58590
04.03.2013,34.01,64044,164763.15642458102,482.6815642458101,0.0293278527262507,1361923200,54764
05.03.2013,35.29,56868,194577.96402877697,621.5827338129496,0.0318737198424421,1362009600,59770
06.03.2013,39.28,62760,194600.66451612904,557.4193548387096,0.0984198709369024,1362096000,62810
07.03.2013,45.18,66770,201910.925,540.0,0.0417393799610603,1362182400,48976
08.03.2013,40.87,55857,161515.89375,540.0,0.0348395402545786,1362268800,45983
09.03.2013,43.08,55546,156913.05917159762,511.2426035502959,0.040411277139668,1362355200,53458
10.03.2013,45.28,73844,185437.6612021858,472.1311475409836,0.0375834759763826,1362441600,57179
11.03.2013,46.69,59289,170545.68292682926,526.829268292683,0.0392969657103341,1362528000,68824
12.03.2013,47.41,48484,179993.27407407408,640.0,0.065166347661084,1362614400,66119
13.03.2013,43.65,56690,167594.16560509554,550.3184713375796,0.0405873310989592,1362700800,56472
14.03.2013,46.16,58069,156039.55865921787,482.6815642458101,0.0418329005149046,1362787200,53963
15.03.2013,47.08,62776,172658.5988372093,502.3255813953488,0.0487536733783611,1362873600,56699
16.03.2013,46.68,34187,101030.39428571428,493.7142857142857,0.0429156462983005,1362960000,53259
17.03.2013,46.52,35348,80979.46889952153,413.39712918660285,0.041728793708272,1363046400,59584
18.03.2013,46.85,43485,107629.82631578948,454.7368421052632,0.0407313142462918,1363132800,62958
19.03.2013,48.63,46108,132534.74705882353,508.2352941176471,0.0544642534918018,1363219200,60824
20.03.2013,55.13,46276,104119.04739336492,409.478672985782,0.0441929747601348,1363305600,63236
21.03.2013,61.85,55564,127105.68348623851,396.3302752293578,0.0563437855445972,1363392000,50667
22.03.2013,68.89,60584,130729.08733624454,377.292576419214,0.0770493216030635,1363478400,51567
23.03.2013,70.45,52914,125269.11520737328,398.15668202764977,0.0700288297992969,1363564800,58484
24.03.2013,62.5,51335,130020.5343915344,457.1428571428572,0.0494383948573098,1363651200,68502
25.03.2013,68.62,48993,168653.26388888888,600.0,0.0621328353030024,1363737600,62525
26.03.2013,74.02,49061,161460.93377483444,572.1854304635762,0.0683849615784431,1363824000,69452
27.03.2013,77.23,53207,190771.2748091603,659.5419847328244,0.0871210930892551,1363910400,74782
28.03.2013,84.86,60989,175340.67213114753,472.1311475409836,0.0850953827739428,1363996800,66611
29.03.2013,87.49,62259,177902.5632183908,496.5517241379311,0.0853083570246871,1364083200,68953
30.03.2013,88.81,59196,187826.45664739885,499.4219653179191,0.0961311186566659,1364169600,65856
31.03.2013,91.55,43986,147911.2426035503,511.2426035502959,0.0954686718501341,1364256000,72909
01.04.2013,92.59,52770,139337.52525252526,436.3636363636364,0.0757033086981239,1364342400,72423
02.04.2013,99.53,63276,175525.70165745856,477.3480662983425,0.0962755626145774,1364428800,94189
03.04.2013,107.26,63941,184291.05714285717,493.7142857142857,0.1187168342690918,1364515200,82948
04.04.2013,127.86,66892,221649.96753246756,561.038961038961,0.1458240133349279,1364601600,77727
05.04.2013,131.07,61373,190149.1582278481,546.8354430379746,0.1222288107148094,1364688000,64028
06.04.2013,138.43,51718,158648.50306748465,530.0613496932515,0.103978048261727,1364774400,75616
07.04.2013,140.64,63541,205493.5243902439,526.829268292683,0.1194136510284698,1364860800,91653
08.04.2013,152.79,61680,195200.47741935484,557.4193548387096,0.1146220168612191,1364947200,106993
09.04.2013,180.39,66979,179210.71022727274,490.9090909090909,0.132704159512683,1365033600,108574
10.04.2013,213.72,63881,168524.06282722513,452.3560209424084,0.2163740267059063,1365120000,99650
11.04.2013,181.66,68407,216576.8,540.0,0.16827252474162,1365206400,78368
12.04.2013,131.95,58690,163858.11560693642,499.4219653179191,0.1268467047197137,1365292800,76855
13.04.2013,84.59,53517,145270.91616766466,517.3652694610779,0.0636607993721621,1365379200,111694
14.04.2013,108.55,55471,175250.90849673204,564.7058823529412,0.1044857024391123,1365465600,111535
15.04.2013,97.19,54496,161968.83536585365,526.829268292683,0.1324626284497944,1365552000,132851
16.04.2013,86.91,67785,181273.21468926556,488.135593220339,0.066732151655971,1365638400,124091
17.04.2013,65.39,56706,163884.567251462,505.2631578947368,0.0939684283850033,1365724800,102479
18.04.2013,84.85,46631,144500.8775510204,587.7551020408164,0.077376410542343,1365811200,82353
19.04.2013,96.78,59528,211673.7810218978,630.6569343065694,0.0899917920978363,1365897600,70789
20.04.2013,118.46,48302,157490.35714285713,561.038961038961,0.1133581176762867,1365984000,99761
21.04.2013,122.9,44224,123134.35795454546,490.9090909090909,0.091494579866136,1366070400,99838
22.04.2013,119.29,47194,147132.35294117648,564.7058823529412,0.1174248887570453,1366156800,104663
23.04.2013,121.95,61668,174533.72619047618,514.2857142857143,0.1211235470584419,1366243200,81492
24.04.2013,132.85,65023,209641.7901234568,533.3333333333334,0.1276795595404702,1366329600,104375
25.04.2013,150.41,62566,175715.64534883722,502.3255813953488,0.1456064907457724,1366416000,74049
26.04.2013,142.61,55264,157673.47368421053,505.2631578947368,0.1047600372756224,1366502400,69217
27.04.2013,131.75,44369,147221.4149659864,587.7551020408164,0.1158886114178818,1366588800,91101
28.04.2013,130.5,41879,122019.97740112996,488.135593220339,0.1022086606652498,1366675200,92958
29.04.2013,132.3,51776,147565.82183908045,496.5517241379311,0.1168634637669963,1366761600,101871
30.04.2013,141.03,47599,181493.0536912752,579.8657718120805,0.1355307842601735,1366848000,89926
01.05.2013,138.98,55327,170380.08609271524,572.1854304635762,0.1027155674444665,1366934400,85471
02.05.2013,120.87,55429,196927.1194029851,644.776119402985,0.1145893539482942,1367020800,77611
03.05.2013,106.65,51412,182476.77372262767,630.6569343065694,0.0943033299618766,1367107200,117303
04.05.2013,91.35,50261,157967.8679245283,543.3962264150944,0.0829961302003541,1367193600,86416
05.05.2013,106.64,50332,152646.41818181818,523.6363636363636,0.0774544464754033,1367280000,76293
06.05.2013,113.48,53340,163183.97590361445,520.4819277108434,0.1126268916385451,1367366400,83081
07.05.2013,117.03,56735,171042.5357142857,514.2857142857143,0.0963436291530801,1367452800,81438
08.05.2013,106.63,50439,156593.67272727273,523.6363636363636,0.1099238922262535,1367539200,82212
09.05.2013,112.94,66774,189125.64024390245,526.829268292683,0.111444673076347,1367625600,69220
10.05.2013,111.15,67881,190641.8139534884,502.3255813953488,0.1052751594702494,1367712000,72087
11.05.2013,117.3,73402,190634.06043956045,474.72527472527474,0.0986190417154845,1367798400,84604
12.05.2013,115.24,65428,182176.9523809524,514.2857142857143,0.0996238964969126,1367884800,108307
13.05.2013,114.25,60998,168795.66666666666,496.5517241379311,0.1095629118987507,1367971200,102370
14.05.2013,116.34,66470,201917.3831168831,561.038961038961,0.1004420625846246,1368057600,81435
15.05.2013,114.33,64171,217992.74468085103,612.7659574468086,0.1077675118043976,1368144000,83782
16.05.2013,109.6,61158,201141.5675675676,583.7837837837837,0.1386502027535236,1368230400,80405
17.05.2013,114.23,58731,174007.70186335404,536.6459627329192,0.1077430981934583,1368316800,69434
18.05.2013,119.9,52215,167547.86577181207,579.8657718120805,0.0908731935267643,1368403200,82055
19.05.2013,121.96,47820,141571.0641025641,553.8461538461538,0.1202592848180677,1368489600,83134
20.05.2013,120.08,48821,180973.29457364345,669.7674418604652,0.106870504496016,1368576000,84133
21.05.2013,120.47,53942,174012.27152317882,572.1854304635762,0.103864211560565,1368662400,83468
22.05.2013,120.06,51990,158898.8141025641,553.8461538461538,0.1152111136757068,1368748800,78254
23.05.2013,120.96,59789,162274.4252873563,496.5517241379311,0.1142529629196006,1368835200,68148
24.05.2013,123.55,55401,159006.89940828402,511.2426035502959,0.1078165249724734,1368921600,63554
25.05.2013,128.8,51280,149018.38787878788,523.6363636363636,0.1187459184867394,1369008000,71054
26.05.2013,129.9,40722,133395.3680981595,530.0613496932515,0.100552531800992,1369094400,82013
27.05.2013,132.96,52758,148587.05681818182,490.9090909090909,0.1232327457447211,1369180800,74157
28.05.2013,128.94,57070,169591.1582278481,546.8354430379746,0.1237828316103031,1369267200,82617
29.05.2013,127.18,55060,160073.82738095237,514.2857142857143,0.1204784780239738,1369353600,84226
30.05.2013,129.37,57426,156321.09497206705,482.6815642458101,0.1069813203078745,1369440000,68992
31.05.2013,129.11,54346,147359.39428571428,493.7142857142857,0.1070640323114856,1369526400,68949
01.06.2013,127.95,54311,124866.441314554,405.63380281690144,0.0971691038647787,1369612800,73840
02.06.2013,128.1,49947,121341.3768844221,434.1708542713568,0.1252448855787134,1369699200,75630
03.06.2013,121.94,55874,126487.30985915494,405.63380281690144,0.1285067777499373,1369785600,79893
04.06.2013,119.12,57622,129793.57276995304,405.63380281690144,0.1120774773524001,1369872000,77617
05.06.2013,120.9,56560,147819.67934782608,469.5652173913044,0.1285467910183875,1369958400,74800
06.06.2013,121.11,54638,143527.87845303866,477.3480662983425,0.0914710274900252,1370044800,67501
07.06.2013,119.73,52188,154855.9440993789,536.6459627329192,0.0898519257300528,1370131200,65100
08.06.2013,112.35,48218,122923.20994475138,477.3480662983425,0.1073806877099838,1370217600,79322
09.06.2013,109.07,44471,134049.4716981132,543.3962264150944,0.0884136043713881,1370304000,78377
10.06.2013,98.0,45000,118736.17816091956,496.5517241379311,0.0750847288888889,1370390400,78094
11.06.2013,104.68,49663,123198.9,480.0,0.1004669049392908,1370476800,72638
12.06.2013,106.83,45907,106272.04433497536,425.615763546798,0.0989970549153723,1370563200,73635
13.06.2013,108.85,43193,108115.32795698923,464.5161290322581,0.1029935244136781,1370649600,57661
14.06.2013,105.08,50172,130693.71111111112,480.0,0.0760573845969863,1370736000,56476
15.06.2013,100.54,35826,96622.68208092486,499.4219653179191,0.0926578630045218,1370822400,60389
16.06.2013,100.38,42966,106505.8054054054,467.02702702702703,0.0731038099892938,1370908800,66519
17.06.2013,99.92,45943,143229.2551724138,595.8620689655172,0.0801638334457915,1370995200,63306
18.06.2013,100.72,46017,149551.92142857143,617.1428571428571,0.0826893800117348,1371081600,66189
19.06.2013,106.87,47031,160322.30147058822,635.2941176470588,0.0849953583806425,1371168000,75093
20.06.2013,106.95,52515,158415.62987012987,561.038961038961,0.1423329086927544,1371254400,53683
21.06.2013,110.04,47027,132155.8869047619,514.2857142857143,0.1005743615369893,1371340800,48620
22.06.2013,108.13,44594,117687.75,490.9090909090909,0.1347866977620307,1371427200,56328
23.06.2013,105.02,38507,106843.2303030303,523.6363636363636,0.0897085984366478,1371513600,63023
24.06.2013,104.93,44245,135474.55333333334,576.0,0.0929563973330319,1371600000,68954
25.06.2013,101.35,44629,128022.5668789809,550.3184713375796,0.0767682829550292,1371686400,67460
26.06.2013,103.65,45627,120767.79885057472,496.5517241379311,0.0915432507068183,1371772800,68914
27.06.2013,102.27,46128,127479.46706586826,517.3652694610779,0.0681518383628165,1371859200,58316
28.06.2013,100.59,49552,135415.4852071006,511.2426035502959,0.0976335263965127,1371945600,51464
29.06.2013,95.06,36545,105794.76923076923,511.2426035502959,0.0634306854562867,1372032000,64617
30.06.2013,95.08,30953,92671.64705882352,564.7058823529412,0.089361845378477,1372118400,61140
01.07.2013,94.26,39128,113372.12101910828,550.3184713375796,0.0581135452872623,1372204800,64856
02.07.2013,89.03,39650,117370.4640522876,564.7058823529412,0.0798836696090794,1372291200,60540
03.07.2013,88.13,35531,86074.51630434782,469.5652173913044,0.0698939911626467,1372377600,68414
04.07.2013,82.75,35292,97314.58787878788,523.6363636363636,0.0547290490762779,1372464000,60472
05.07.2013,77.9,37037,90295.68279569891,464.5161290322581,0.0682723384723384,1372550400,50013
06.07.2013,70.82,33372,84349.92513368985,462.03208556149735,0.0632626093731271,1372636800,68188
07.07.2013,69.05,30356,76148.78494623656,464.5161290322581,0.0419028528132823,1372723200,63990
08.07.2013,70.26,39629,94547.51041666669,450.0,0.0581498750914734,1372809600,65323
09.07.2013,76.0,40832,103349.36216216216,467.02702702702703,0.0646801871081504,1372896000,60589
10.07.2013,74.49,39238,93036.31282051282,443.0769230769231,0.0500914547122687,1372982400,59926
11.07.2013,81.09,43434,115277.72413793104,496.5517241379311,0.0659200396003131,1373068800,56244
12.07.2013,86.41,48260,152026.51298701295,561.038961038961,0.0551007853294654,1373155200,48536
13.07.2013,95.07,37970,115555.14649681529,550.3184713375796,0.0841367737687648,1373241600,62653
14.07.2013,91.8,34933,97410.16860465116,502.3255813953488,0.0602683995076288,1373328000,67527
15.07.2013,93.97,36754,104989.09146341465,526.829268292683,0.0571131359851988,1373414400,64425
16.07.2013,96.51,39392,110965.35365853658,526.829268292683,0.0879252005483346,1373500800,73236
17.07.2013,95.2,40643,100908.52717391304,469.5652173913044,0.0788933026597446,1373587200,78304
18.07.2013,95.32,41170,117120.45341614907,536.6459627329192,0.0865776487733786,1373673600,62660
19.07.2013,88.31,36759,96946.37426900584,505.2631578947368,0.0507516608177589,1373760000,48156
20.07.2013,89.65,33702,83064.82258064517,464.5161290322581,0.0611292445552192,1373846400,61935
21.07.2013,89.09,35456,83059.35175879397,434.1708542713568,0.061681202053249,1373932800,65774
22.07.2013,87.78,39979,109935.01212121212,523.6363636363636,0.071961707396383,1374019200,62758
23.07.2013,88.33,38432,124265.12056737588,612.7659574468086,0.0493014987510408,1374105600,62816
24.07.2013,90.9,42361,125014.56603773584,543.3962264150944,0.0764596680909327,1374192000,58403
25.07.2013,91.07,42530,140275.94520547945,591.7808219178082,0.0723318786738772,1374278400,52222
26.07.2013,93.4,37373,105695.58536585368,526.829268292683,0.0507850373264121,1374364800,50896
27.07.2013,93.13,36892,94782.65193370164,477.3480662983425,0.0811448335682532,1374451200,60182
28.07.2013,92.72,37302,104046.45833333331,514.2857142857143,0.0592304487695029,1374537600,64111
29.07.2013,96.84,41812,110812.66853932584,485.3932584269663,0.0704222208935233,1374624000,65371
30.07.2013,97.5,42133,100043.95939086296,438.5786802030457,0.0871519165499727,1374710400,66063
31.07.2013,100.15,49524,125116.53684210528,454.7368421052632,0.0996079860269768,1374796800,62138
01.08.2013,104.48,50904,135514.2429378531,488.135593220339,0.0786665036146471,1374883200,52015
02.08.2013,101.46,51681,119717.546875,450.0,0.057172026470076,1374969600,48780
03.08.2013,101.33,45746,125401.73529411764,508.2352941176471,0.0585586390066891,1375056000,67073
04.08.2013,100.24,42946,113389.51396648044,482.6815642458101,0.0735228892097052,1375142400,69427
05.08.2013,100.79,51001,121786.54497354498,457.1428571428572,0.0550439697260837,1375228800,80747
06.08.2013,101.91,54369,125927.33157894736,454.7368421052632,0.0781489047067262,1375315200,113868
07.08.2013,102.11,57606,135285.99462365592,464.5161290322581,0.0559470940527028,1375401600,74488
08.08.2013,100.82,58022,126478.51707317072,421.4634146341463,0.0853326100444658,1375488000,60156
09.08.2013,99.23,49658,112163.7282051282,443.0769230769231,0.0876823553103226,1375574400,59890
10.08.2013,97.51,51695,112655.53333333334,411.4285714285714,0.0559474223812747,1375660800,72861
11.08.2013,96.99,38422,80942.32870370371,400.0,0.0829115819061995,1375747200,71140
12.08.2013,100.37,50228,134153.66203703705,400.0,0.0506972664649199,1375833600,75191
13.08.2013,102.04,53080,138799.4644808743,472.1311475409836,0.0571712773172569,1375920000,72000
14.08.2013,102.21,51660,145542.0,514.2857142857143,0.0874568660472319,1376006400,64206
15.08.2013,108.21,58129,163184.32941176472,508.2352941176471,0.1178299454661184,1376092800,58869
16.08.2013,105.28,71119,182542.54166666663,514.2857142857143,0.069472860979485,1376179200,53717
17.08.2013,103.99,56546,129777.96315789472,454.7368421052632,0.0531923513599547,1376265600,102981
18.08.2013,107.16,56397,130632.09793814432,445.3608247422681,0.0873197705551713,1376352000,74634
19.08.2013,109.05,71314,177959.14689265538,488.135593220339,0.0743890736741733,1376438400,77824
20.08.2013,112.91,63228,151469.35263157895,454.7368421052632,0.06105210349845,1376524800,75437
21.08.2013,114.14,60531,138139.4642857143,440.8163265306122,0.0606284680576894,1376611200,82054
22.08.2013,115.2,66812,132786.75,400.0,0.0668438738549961,1376697600,61149
23.08.2013,115.7,55195,133104.05102040817,440.8163265306122,0.0709750520880514,1376784000,57077
24.08.2013,114.32,51817,131210.31147540984,472.1311475409836,0.0611845108748094,1376870400,78276
25.08.2013,114.52,44447,142959.7549668874,572.1854304635762,0.0780194321326523,1376956800,79505
26.08.2013,114.69,56093,150842.156626506,520.4819277108434,0.0834246358725687,1377043200,82403
27.08.2013,115.53,62187,176087.8402366864,511.2426035502959,0.0740485825011658,1377129600,83541
28.08.2013,124.04,64747,159938.31460674157,485.3932584269663,0.4996822215701113,1377216000,81474
29.08.2013,123.32,58992,133115.6984126984,457.1428571428572,0.0565301684974233,1377302400,63882
30.08.2013,122.43,62603,138975.9951219512,421.4634146341463,0.0858530389917416,1377388800,68288
31.08.2013,131.48,47505,98136.28251121075,387.4439461883408,0.0863957457109777,1377475200,75324
01.09.2013,136.3,46598,95107.27149321268,390.9502262443439,0.0729559358770762,1377561600,94795
02.09.2013,137.57,51266,106152.7488372093,401.86046511627904,0.1272301583895759,1377648000,83460
03.09.2013,136.42,52163,130871.30927835053,445.3608247422681,0.0816638421869907,1377734400,74482
04.09.2013,132.95,52979,147023.8343558282,530.0613496932515,0.06792224655052,1377820800,89174
05.09.2013,127.63,60730,142603.7932960894,482.6815642458101,0.0685552313518853,1377907200,87682
06.09.2013,119.49,60850,147017.4972972973,467.02702702702703,0.0657309926047658,1377993600,56486
07.09.2013,122.84,51967,156767.8275862069,595.8620689655172,0.0578997690842265,1378080000,62249
08.09.2013,119.91,46452,131435.29936305733,550.3184713375796,0.0675089382588478,1378166400,71626
09.09.2013,125.97,57676,123577.75369458128,425.615763546798,0.0666950828767598,1378252800,76638
10.09.2013,125.47,53283,125557.41361256543,452.3560209424084,0.0600749375973575,1378339200,70190
11.09.2013,129.3,49210,107222.665,432.0,0.0592328612070717,1378425600,72736
12.09.2013,132.58,52300,114380.17840375588,405.63380281690144,0.0769414703632887,1378512000,62302
13.09.2013,133.53,44834,100948.38235294116,423.52941176470586,0.0624610139626176,1378598400,56286
14.09.2013,127.68,43560,90067.24311926606,396.3302752293578,0.0593127249770431,1378684800,73733
15.09.2013,128.26,53672,139854.7458563536,477.3480662983425,0.0660465494112386,1378771200,70244
16.09.2013,129.7,51885,161599.5064935065,561.038961038961,0.1029764536956731,1378857600,74222
17.09.2013,130.41,67931,165678.17877094971,482.6815642458101,0.5811914059854852,1378944000,76774
18.09.2013,131.68,60551,164105.5393939394,523.6363636363636,0.2337916004690261,1379030400,66075
19.09.2013,130.19,59815,136878.52631578947,454.7368421052632,0.1996848382512747,1379116800,53374
20.09.2013,128.85,58994,131111.54,432.0,0.0589930840424449,1379203200,54383
21.09.2013,127.32,52498,124464.04232804231,457.1428571428572,0.0648916092041601,1379289600,69484
22.09.2013,126.95,50903,112764.22660098522,425.615763546798,0.0655719977211559,1379376000,72701
23.09.2013,127.0,65328,138322.22857142857,411.4285714285714,0.0767353232916972,1379462400,78745
24.09.2013,125.78,62592,132035.820754717,407.5471698113208,0.06162890625,1379548800,78751
25.09.2013,127.26,54548,117527.9708737864,419.41747572815535,0.0724605815061963,1379635200,76772
26.09.2013,127.7,57545,160880.66049382716,533.3333333333334,0.0604500669041619,1379721600,65839
27.09.2013,130.25,46920,123470.16853932584,485.3932584269663,0.22934023657289,1379808000,63063
28.09.2013,131.82,42580,113568.2372881356,488.135593220339,0.0807577242837012,1379894400,79986
