Time,avg(Block size (kB)) – Ethereum,t,v,t_lambda,avg(Fee – Transactions (USD)) – Ethereum,f(number(86400)/count()) – Ethereum,Price (ETH/USD) – Ethereum,sum(Transaction count – Blocks) – Ethereum
11.08.2017,14429.255542021923,1502409600.0,155324.0,11.08.2017,0.2924350927618098,21.047503045066996,298.19992,356682
12.08.2017,13641.556528081692,1502496000.0,144077.0,12.08.2017,0.3106995916749487,21.00656455142232,309.0,338654
13.08.2017,12993.403487527246,1502582400.0,143119.0,13.08.2017,0.2777549586654419,20.92516347783967,307.71,333011
14.08.2017,15655.198887007016,1502668800.0,181133.0,14.08.2017,0.247421945394632,20.904911686426324,296.85,410061
15.08.2017,16402.72531461762,1502755200.0,179535.0,15.08.2017,0.2737748655959021,20.90997095837367,298.06,413246
16.08.2017,17360.243638982236,1502841600.0,177618.0,16.08.2017,0.7975603939965616,20.739318290926548,285.47025,413624
17.08.2017,17330.33301158301,1502928000.0,181314.0,17.08.2017,0.4820464170631013,20.84942084942085,301.98608,428007
18.08.2017,17335.29352030948,1503014400.0,189599.0,18.08.2017,0.680048627480749,20.889748549323016,299.0,443356
19.08.2017,16348.262645452389,1503100800.0,167049.0,19.08.2017,0.3607647801491588,20.517691759677035,292.03082,377418
20.08.2017,12824.72593840231,1503187200.0,142439.0,20.08.2017,0.2724593520809612,20.78922040423484,292.22775,309926
21.08.2017,15178.747460429957,1503273600.0,175160.0,21.08.2017,0.247867052229607,20.411055988660525,298.7,392880
22.08.2017,14258.65854241338,1503360000.0,160695.0,22.08.2017,0.2827784461213957,20.64516129032258,321.00006,364727
23.08.2017,14351.9305028463,1503446400.0,173228.0,23.08.2017,0.2583425966007503,20.49335863377609,310.2255,374711
24.08.2017,13796.09536328872,1503532800.0,156441.0,24.08.2017,0.2861879513247073,20.650095602294456,316.5,352465
25.08.2017,15771.679516038266,1503619200.0,166765.0,25.08.2017,0.2827767713862486,24.31063590320765,325.00006,352621
26.08.2017,14625.497856530435,1503705600.0,134774.0,26.08.2017,0.3155587122140654,24.69276936267505,328.4,306268
27.08.2017,14944.547239612975,1503792000.0,138709.0,27.08.2017,0.2799937159636295,24.587364826408653,333.49976,324173
28.08.2017,17756.890597794543,1503878400.0,161713.0,28.08.2017,0.305285031342845,25.072547881601857,347.26324,363799
29.08.2017,18455.42473877436,1503964800.0,175887.0,29.08.2017,0.4494113414245532,24.39988703756001,347.00018,394649
30.08.2017,18827.46559048428,1504051200.0,185483.0,30.08.2017,0.3996280026232429,24.468988954970264,372.6075,400220
31.08.2017,17436.468758997984,1504137600.0,185903.0,31.08.2017,0.7285408854294111,24.877627411459837,383.5,384421
01.09.2017,18436.11701221244,1504224000.0,179046.0,01.09.2017,0.5043544465156803,24.538483385401875,386.35,390997
02.09.2017,15334.020898051398,1504310400.0,152765.0,02.09.2017,0.7121472424663167,24.39988703756001,389.49,331797
03.09.2017,13870.501271545634,1504396800.0,138701.0,03.09.2017,0.334028774587421,24.413676179711786,344.85342,302525
04.09.2017,19759.76070314715,1504483200.0,204530.0,04.09.2017,0.3831329915196151,24.496739438616387,350.671,442592
05.09.2017,19704.410508569825,1504569600.0,195551.0,05.09.2017,0.4071559236770926,24.276482157909527,296.51053,444572
06.09.2017,22602.62336182336,1504656000.0,208473.0,06.09.2017,0.4863499721128838,24.615384615384617,315.83942,496376
07.09.2017,21134.5748519876,1504742400.0,188523.0,07.09.2017,0.5465674158148092,24.35861291232027,336.65015,448347
08.09.2017,20975.272828507797,1504828800.0,192467.0,08.09.2017,0.5435856905165186,24.05345211581292,335.0,463670
09.09.2017,17147.499297950013,1504915200.0,166105.0,09.09.2017,0.3471139657005429,24.26284751474305,305.0,383654
10.09.2017,14679.653889199775,1505001600.0,150663.0,10.09.2017,0.381750266570211,24.17459429210968,303.88513,325128
11.09.2017,16764.084483244158,1505088000.0,173113.0,11.09.2017,0.3177201398105164,24.331174317093776,298.24023,365384
12.09.2017,18036.860116569525,1505174400.0,196272.0,12.09.2017,0.3781557448224074,23.98001665278934,297.32254,404898
13.09.2017,16933.18665158371,1505260800.0,170419.0,13.09.2017,0.3689293571799701,24.43438914027149,294.40802,365679
14.09.2017,17287.901917199222,1505347200.0,190503.0,14.09.2017,0.2941997672965797,24.006668519033063,276.49985,380251
15.09.2017,19311.558904867252,1505433600.0,204789.0,15.09.2017,0.3179445508304992,23.893805309734518,222.5,441767
16.09.2017,16697.539207536713,1505520000.0,154075.0,16.09.2017,0.4525819750386546,23.940149625935163,258.6664,373764
17.09.2017,14349.650964187327,1505606400.0,136941.0,17.09.2017,0.3209821474337128,23.801652892561982,253.73656,289517
18.09.2017,17536.44166432387,1505692800.0,178749.0,18.09.2017,0.283252931791094,24.290132133820634,257.59937,362764
19.09.2017,16595.587927232635,1505779200.0,162817.0,19.09.2017,0.3346040111795607,23.81477398015436,296.9165,337752
20.09.2017,16027.636944444444,1505865600.0,147836.0,20.09.2017,0.5652295410802083,24.0,283.01236,324984
21.09.2017,16104.30342935528,1505952000.0,142841.0,21.09.2017,0.2876262379908038,23.703703703703702,283.311,317074
22.09.2017,16972.103298900365,1506038400.0,121254.0,22.09.2017,0.2868405493377218,28.79040319893369,257.36716,271470
23.09.2017,15950.557905686546,1506124800.0,121411.0,23.09.2017,0.3142426183780497,29.958391123439668,262.0666,260107
24.09.2017,17983.337985023827,1506211200.0,124421.0,24.09.2017,0.4432948165880448,29.40776038121171,286.1276,280929
25.09.2017,19577.055007052182,1506297600.0,137119.0,25.09.2017,0.3498940040565069,30.465444287729195,282.7492,306614
26.09.2017,18526.91418685121,1506384000.0,131153.0,26.09.2017,0.3681127233088689,29.896193771626297,295.0,306075
27.09.2017,18892.63464187328,1506470400.0,135765.0,27.09.2017,0.3911306812139228,29.75206611570248,288.85153,309047
28.09.2017,20552.811274509804,1506556800.0,147791.0,28.09.2017,0.3450049592622356,30.252100840336134,309.65775,329208
29.09.2017,21539.80735242135,1506643200.0,156714.0,29.09.2017,0.3048518546955374,30.54082714740191,303.59024,326502
30.09.2017,21998.15457746479,1506729600.0,133151.0,30.09.2017,0.3648367948679336,30.422535211267604,293.1024,295798
01.10.2017,21781.036338225014,1506816000.0,124278.0,01.10.2017,0.3788823765778449,30.18867924528302,303.16,283871
02.10.2017,21143.17487684729,1506902400.0,140401.0,02.10.2017,0.351661316470436,30.40112596762843,304.60107,306095
03.10.2017,20917.798392732355,1506988800.0,141331.0,03.10.2017,0.3422115329768271,30.18867924528302,297.1,327906
04.10.2017,20394.643104643103,1507075200.0,129059.0,04.10.2017,0.361720790567806,29.93762993762994,291.45,307399
05.10.2017,20312.52749490835,1507161600.0,135034.0,05.10.2017,0.3833211509610213,29.327902240325862,290.87585,314808
06.10.2017,21656.46629213483,1507248000.0,132567.0,06.10.2017,0.4004451698809657,30.337078651685392,295.75308,319882
07.10.2017,19657.04353932584,1507334400.0,127245.0,07.10.2017,0.3322690921886474,30.337078651685392,309.0,291091
08.10.2017,19149.6523098298,1507420800.0,128629.0,08.10.2017,0.3722333263313027,30.01042028482112,312.405,296829
09.10.2017,19670.747050659265,1507507200.0,135126.0,09.10.2017,0.356035322316744,29.97918112421929,310.5,328172
10.10.2017,21438.49433962264,1507593600.0,154041.0,10.10.2017,0.3525923402276953,29.639794168096056,297.6983,349605
11.10.2017,20045.35780445969,1507680000.0,155522.0,11.10.2017,0.8095160976241528,29.639794168096056,299.72656,344305
12.10.2017,21136.87616419455,1507766400.0,153890.0,12.10.2017,0.349652768319965,29.803380476026216,303.73993,363411
13.10.2017,21845.315807679,1507852800.0,170469.0,13.10.2017,0.3759192501170629,29.885852646143203,302.6,379136
14.10.2017,19951.42189123658,1507939200.0,145289.0,14.10.2017,0.401285010826707,29.927260131624525,338.0,332169
15.10.2017,19011.235897435898,1508025600.0,139572.0,15.10.2017,0.3954557588824615,29.53846153846154,339.87994,328921
16.10.2017,16294.237154150198,1508112000.0,144220.0,16.10.2017,0.2748229639073624,18.97233201581028,336.975,408297
17.10.2017,14412.018181818185,1508198400.0,189570.0,17.10.2017,0.210484905516804,14.28099173553719,334.15823,505611
18.10.2017,13060.433692332424,1508284800.0,165342.0,18.10.2017,0.1982770500765591,13.888442372608903,316.18973,470449
19.10.2017,12978.3909629867,1508371200.0,156856.0,19.10.2017,0.1778923027192695,13.84393526678417,314.0,494184
20.10.2017,15253.653519320183,1508457600.0,170173.0,20.10.2017,0.2725385232759274,13.852813852813853,307.0001,546837
21.10.2017,11982.934339380316,1508544000.0,160742.0,21.10.2017,0.1484235119934604,13.870605233584843,303.0,462902
22.10.2017,10947.454617834395,1508630400.0,186909.0,22.10.2017,0.1328616502385672,13.757961783439493,299.7,435493
23.10.2017,12827.6408698433,1508716800.0,166494.0,23.10.2017,0.166665373550216,13.81515829868884,293.6,468168
24.10.2017,13945.91933418694,1508803200.0,170165.0,24.10.2017,0.203799616870515,13.82842509603073,284.9715,492288
25.10.2017,14346.7396373057,1508889600.0,154253.0,25.10.2017,0.183827376489318,13.989637305699482,295.56027,460419
26.10.2017,14417.092577554004,1508976000.0,162618.0,26.10.2017,0.1718156752713889,14.032808185804775,295.67773,466406
27.10.2017,14923.583239685342,1509062400.0,154874.0,27.10.2017,0.1779378907644138,13.870605233584843,295.0001,486147
28.10.2017,14317.26875,1509148800.0,146002.0,28.10.2017,0.1452373376002473,13.846153846153848,295.99,484554
29.10.2017,14872.29899903132,1509235200.0,153401.0,29.10.2017,0.1418137952297708,13.948982886664512,293.0,494176
30.10.2017,16448.375,1509321600.0,166123.0,30.10.2017,0.1668587297939029,14.229249011857709,304.52054,532626
31.10.2017,15604.372589641434,1509408000.0,182932.0,31.10.2017,0.192486246833221,13.768924302788845,306.8,519906
01.11.2017,15757.882123086942,1509494400.0,202644.0,01.11.2017,0.2109729052661502,14.067079127320092,304.5,527783
02.11.2017,15695.905924479166,1509580800.0,220466.0,02.11.2017,0.2013531923702388,14.0625,288.78497,529277
03.11.2017,15830.607442010309,1509667200.0,186478.0,03.11.2017,0.1612065691519589,13.917525773195877,285.0,485790
04.11.2017,12156.236120077469,1509753600.0,151330.0,04.11.2017,0.1579950165171088,13.94448030987734,302.2,398758
05.11.2017,11640.24607080489,1509840000.0,150763.0,05.11.2017,0.1410578196102101,13.716462930623909,299.5,417102
06.11.2017,13795.903694144215,1509926400.0,174732.0,06.11.2017,0.1530855936517731,13.937731892240684,295.35,511663
07.11.2017,14266.691676058606,1510012800.0,175979.0,07.11.2017,0.1960659936990456,13.910803413298986,297.09,470418
08.11.2017,14220.05869146889,1510099200.0,189926.0,08.11.2017,0.2267746326788587,13.855035279025016,290.8632,480413
09.11.2017,13928.841485068604,1510185600.0,190626.0,09.11.2017,0.2099714130838283,13.946731234866828,306.38474,467172
10.11.2017,13412.806349206348,1510272000.0,188493.0,10.11.2017,0.1975293735896508,13.714285714285714,314.5,457427
11.11.2017,12664.799904260411,1510358400.0,160347.0,11.11.2017,0.1727912563663002,13.786500718046913,297.69733,394378
12.11.2017,13232.919615692554,1510444800.0,183910.0,12.11.2017,0.211287193427762,13.835068054443555,313.063,434380
13.11.2017,14443.04064257028,1510531200.0,181225.0,13.11.2017,0.2098560424131887,13.879518072289155,305.3518,443176
14.11.2017,16232.347762169224,1510617600.0,199988.0,14.11.2017,0.2185002220266142,14.113034955896763,313.99,475984
15.11.2017,16453.089466089466,1510704000.0,223244.0,15.11.2017,0.2515228113266812,13.852813852813853,333.76,540593
16.11.2017,15278.293792655184,1510790400.0,202645.0,16.11.2017,0.2347239665159805,14.03964900877478,330.9243,491482
17.11.2017,15300.552846832396,1510876800.0,212944.0,17.11.2017,0.2397990163425634,13.857257417802726,331.0,508590
18.11.2017,14627.94754625905,1510963200.0,183780.0,18.11.2017,0.1810550279461308,13.901850362027352,330.52,459679
19.11.2017,14550.57117778487,1511049600.0,189524.0,19.11.2017,0.2075967166040328,13.788700925630389,346.78,464563
20.11.2017,16653.572053108808,1511136000.0,219476.0,20.11.2017,0.2458868318457534,13.989637305699482,355.49,530141
21.11.2017,16182.372853903466,1511222400.0,218139.0,21.11.2017,0.2524562896173011,13.994169096209912,368.42,524044
22.11.2017,15978.45161807113,1511308800.0,220795.0,22.11.2017,0.2379934646356424,13.841717398269786,360.4,546489
23.11.2017,16028.736510500808,1511395200.0,225891.0,23.11.2017,0.2536489227358703,13.957996768982229,379.99,537068
24.11.2017,15103.84809111325,1511481600.0,218081.0,24.11.2017,0.2381016131728048,13.859480269489897,406.3654,525529
25.11.2017,16191.566682793098,1511568000.0,216984.0,25.11.2017,0.2399407520194614,13.933236574746008,470.9,561166
26.11.2017,16098.951369751983,1511654400.0,220373.0,26.11.2017,0.2976526107158652,14.005511428108283,460.55557,542484
27.11.2017,22187.1682550115,1511740800.0,260656.0,27.11.2017,0.2809905328336849,14.196516595465,468.6165,608695
28.11.2017,18980.069412536923,1511827200.0,278303.0,28.11.2017,0.3099053478402893,14.177879881851,473.0,638989
29.11.2017,18539.322691552064,1511913600.0,299281.0,29.11.2017,0.3077283946972069,14.145383104125736,464.47,663579
30.11.2017,18059.262233783124,1512000000.0,285565.0,30.11.2017,0.2682806167427481,14.046496504633392,420.0,655457
01.12.2017,18183.603231597845,1512086400.0,268631.0,01.12.2017,0.286099946326118,14.10151787171536,433.0,622720
02.12.2017,17953.51792499587,1512172800.0,271028.0,02.12.2017,0.2461440398237896,14.273913761771023,453.47586,627785
03.12.2017,19325.5458616686,1512259200.0,293629.0,03.12.2017,0.2649362550301093,14.330734781887545,456.0,693808
04.12.2017,19740.939164168576,1512345600.0,276215.0,04.12.2017,0.5217544618852424,15.235408217245636,460.0,701834
05.12.2017,19799.619005010736,1512432000.0,289577.0,05.12.2017,0.7856730380061344,15.461703650680027,465.0,693090
06.12.2017,21174.16499177782,1512518400.0,380313.0,06.12.2017,0.8725045096493205,15.78658870820391,452.5,791746
07.12.2017,17899.028458088997,1512604800.0,290036.0,07.12.2017,1.4025454078340391,14.901690238013108,417.37433,659068
08.12.2017,21220.476994657936,1512691200.0,330413.0,08.12.2017,1.2347509536583947,14.888850594520076,412.5,766411
09.12.2017,19891.163598830208,1512777600.0,311016.0,09.12.2017,1.3151190987737271,14.863237570961635,441.8103,707223
10.12.2017,20864.274174018337,1512864000.0,312247.0,10.12.2017,1.222181747880858,14.945511157239231,461.05014,716575
11.12.2017,23553.857888328406,1512950400.0,380294.0,11.12.2017,0.7879545316866362,15.02870064359019,430.0,828899
12.12.2017,25607.110236220477,1513036800.0,410522.0,12.12.2017,0.8916536028507172,15.118110236220472,503.0,872340
13.12.2017,26215.515462095776,1513123200.0,435675.0,13.12.2017,0.961602733048652,15.267715144018378,610.0,909631
14.12.2017,26049.31928345627,1513209600.0,461722.0,14.12.2017,1.230796520545291,15.173867228661749,682.0,942559
15.12.2017,26179.96,1513296000.0,425951.0,15.12.2017,1.0934515468147168,14.89655172413793,685.0,904346
16.12.2017,26388.969696969696,1513382400.0,401509.0,16.12.2017,1.0937126459911963,14.96103896103896,675.55725,899857
17.12.2017,25965.28299602145,1513468800.0,399637.0,17.12.2017,0.90788448234691,14.945511157239231,684.1125,876574
18.12.2017,27932.23490745546,1513555200.0,468630.0,18.12.2017,0.8335168187619494,14.945511157239231,711.0,984021
19.12.2017,31463.38204853676,1513641600.0,501139.0,19.12.2017,1.0634114756812116,15.417558886509635,786.0,1092234
20.12.2017,27465.257224914734,1513728000.0,491617.0,20.12.2017,1.385802557525447,15.508885298869144,795.02966,986104
21.12.2017,30221.087971274686,1513814400.0,535598.0,21.12.2017,1.3021052946596838,15.511669658886897,798.77,1072665
22.12.2017,29197.66843595188,1513900800.0,565433.0,22.12.2017,1.1319297484275597,15.286624203821656,766.52954,1103523
23.12.2017,26198.396838742225,1513987200.0,449595.0,23.12.2017,0.8223919188287113,14.528333613586682,630.9615,918881
24.12.2017,20519.198127403444,1514073600.0,345239.0,24.12.2017,0.8872152992183395,14.445744858719278,663.0,758234
25.12.2017,21721.00049734748,1514160000.0,358548.0,25.12.2017,0.6576535414842274,14.323607427055704,659.93396,752361
26.12.2017,22433.417723631508,1514246400.0,395997.0,26.12.2017,0.6440456471718072,14.419225634178906,711.2,813510
27.12.2017,24733.590177673483,1514332800.0,424109.0,27.12.2017,0.6734186557834015,14.482065035199463,749.75,912752
28.12.2017,25965.36967227033,1514419200.0,451719.0,28.12.2017,0.6410716509297862,14.67142129393785,736.2,949503
29.12.2017,29542.360352575182,1514505600.0,543083.0,29.12.2017,0.6518610702223485,14.932595921189078,710.0,1090191
30.12.2017,29346.040533518106,1514592000.0,581059.0,30.12.2017,0.6223002383298376,14.966222068248744,731.7389,1136659
31.12.2017,25037.60927712883,1514678400.0,439879.0,31.12.2017,0.6257017554745903,14.62671406805485,685.17,946981
01.01.2018,24025.433007087413,1514764800.0,451998.0,01.01.2018,0.6174248799210535,14.579817752278096,736.0444,908945
02.01.2018,30157.365739130437,1514851200.0,586797.0,02.01.2018,0.6839363331943817,15.02608695652174,754.1297,1153936
03.01.2018,32472.842779783397,1514937600.0,629392.0,03.01.2018,0.852355899810076,15.5956678700361,855.75,1238030
04.01.2018,33680.683535020165,1515024000.0,702940.0,04.01.2018,1.027491348092089,15.84158415841584,940.0,1349890
05.01.2018,33416.35573862572,1515110400.0,690235.0,05.01.2018,2.338420863415099,16.17674592772889,940.275,1271577
06.01.2018,32655.24519940916,1515196800.0,657053.0,06.01.2018,2.8501192239487256,15.952732644017726,965.6004,1226417
07.01.2018,31266.106548480464,1515283200.0,596175.0,07.01.2018,2.5223294562699103,15.629522431259044,1005.5138,1152722
08.01.2018,32502.216161242603,1515369600.0,643389.0,08.01.2018,2.68879678133508,15.976331360946746,1116.634,1215473
09.01.2018,33037.400967082016,1515456000.0,699229.0,09.01.2018,2.7609329549384567,16.068439650362656,1128.4242,1256240
10.01.2018,30646.01403508772,1515542400.0,642920.0,10.01.2018,3.98148937886962,15.955678670360111,1276.5187,1177685
11.01.2018,31298.062062615103,1515628800.0,646356.0,11.01.2018,3.3048192953380857,15.911602209944752,1246.4452,1173965
12.01.2018,30655.025281417235,1515715200.0,590107.0,12.01.2018,2.3488708491537764,15.943901088761764,1137.8832,1118757
13.01.2018,31263.74916573971,1515801600.0,628030.0,13.01.2018,2.560167392898196,16.017797552836484,1259.7,1179321
14.01.2018,29323.112711111116,1515888000.0,573315.0,14.01.2018,2.838719750169425,15.36,1382.0,1081593
15.01.2018,31845.800884955752,1515974400.0,689905.0,15.01.2018,2.4751976540638174,15.929203539823009,1348.8287,1206420
16.01.2018,32767.452010141253,1516060800.0,714225.0,16.01.2018,2.212016442811249,15.646504889532778,1275.024,1277936
17.01.2018,32426.760768126347,1516147200.0,700017.0,17.01.2018,1.648252170632866,15.50610193826274,1023.1,1277083
18.01.2018,31705.203806787573,1516233600.0,666438.0,18.01.2018,1.8055859990877376,15.514455018854372,1016.7117,1205184
19.01.2018,28846.382761653476,1516320000.0,527087.0,19.01.2018,1.7595748755773704,15.197889182058049,990.3628,1043257
20.01.2018,27414.1777626426,1516406400.0,447804.0,20.01.2018,1.8365210524564377,14.71139111186787,1025.0,984489
21.01.2018,26798.004991394148,1516492800.0,581373.0,21.01.2018,1.5002254223073803,14.87091222030981,1148.4767,1006530
22.01.2018,25863.50059493456,1516579200.0,494049.0,22.01.2018,1.277148139421929,14.686384497705252,1045.8348,972911
23.01.2018,25079.264157341477,1516665600.0,455973.0,23.01.2018,1.5306993920309884,14.649033570701931,995.11975,928494
24.01.2018,24565.680254990773,1516752000.0,436862.0,24.01.2018,1.3820848719307697,14.494212380473074,984.49774,913668
25.01.2018,23670.95583756345,1516838400.0,356979.0,25.01.2018,1.4130327531699272,14.619289340101522,1062.0153,788515
26.01.2018,26058.529441624367,1516924800.0,462472.0,26.01.2018,1.0484517032499077,14.619289340101522,1050.319,953429
27.01.2018,22449.69187208528,1517011200.0,400533.0,27.01.2018,1.019710662584116,14.390406395736177,1047.8828,831992
28.01.2018,24197.044872860228,1517097600.0,418541.0,28.01.2018,1.1026330747540392,14.359315273392056,1113.0,889104
29.01.2018,25247.74143459916,1517184000.0,446137.0,29.01.2018,1.6817427431537686,14.582278481012658,1245.0,936845
30.01.2018,25224.108914266235,1517270400.0,432135.0,30.01.2018,1.3699306262266264,14.726435997954662,1177.8397,906578
31.01.2018,24901.75029746728,1517356800.0,434297.0,31.01.2018,1.3006739670482133,14.686384497705252,1076.4,877284
01.02.2018,26327.53478712357,1517443200.0,483961.0,01.02.2018,1.7144447640121625,14.953271028037385,1123.1566,1008759
02.02.2018,26185.809548167093,1517529600.0,477848.0,02.02.2018,1.2651157770598098,14.731457800511508,1039.7909,981133
03.02.2018,22591.94542106144,1517616000.0,386100.0,03.02.2018,1.00334195143863,14.465092918131592,928.825,814486
04.02.2018,22741.78640939597,1517702400.0,390788.0,04.02.2018,1.0163717305088145,14.496644295302014,971.99,800876
05.02.2018,24175.294439834022,1517788800.0,420605.0,05.02.2018,0.816950362566714,14.340248962655602,826.0,875761
06.02.2018,24934.106817414784,1517875200.0,425657.0,06.02.2018,0.7201800107233215,14.579817752278096,696.5138,888219
07.02.2018,22971.55098934551,1517961600.0,390899.0,07.02.2018,0.8142013690368056,14.61187214611872,790.36536,818625
08.02.2018,20093.215428190604,1518048000.0,318872.0,08.02.2018,0.7152639639089967,14.395201599466844,752.0,681344
09.02.2018,22095.39909029649,1518134400.0,369110.0,09.02.2018,0.7181304682862303,14.555256064690028,815.0,789807
10.02.2018,22121.170043175025,1518220800.0,389413.0,10.02.2018,0.7828483185414541,14.347392892726669,878.9318,848390
11.02.2018,20981.721914357684,1518307200.0,346086.0,11.02.2018,0.7061229011888501,14.5088161209068,852.789,773496
12.02.2018,22177.608074011776,1518393600.0,394940.0,12.02.2018,0.6253644420869324,14.533221194280909,813.405,829020
13.02.2018,20432.095054484493,1518480000.0,336310.0,13.02.2018,0.7280697066054614,14.484492875104776,868.0474,745822
14.02.2018,21848.223208191128,1518566400.0,355600.0,14.02.2018,0.7163605373968868,14.744027303754269,840.5,746384
15.02.2018,21804.689574254106,1518652800.0,367990.0,15.02.2018,0.7427051958150984,14.482065035199463,918.0672,777318
16.02.2018,20710.50134273246,1518739200.0,311007.0,16.02.2018,0.7832508474528647,14.501510574018129,926.73,704758
17.02.2018,21890.99188204109,1518825600.0,316744.0,17.02.2018,0.817922815999384,14.314115308151091,938.9,772079
18.02.2018,20735.064338235294,1518912000.0,312835.0,18.02.2018,0.974878585291254,14.438502673796792,971.0,756092
19.02.2018,21811.35808748728,1518998400.0,354249.0,19.02.2018,0.7295921916733664,14.649033570701931,910.0,811384
20.02.2018,24413.35483316133,1519084800.0,375920.0,20.02.2018,0.783483246733344,14.860681114551085,939.61,886897
21.02.2018,23307.4662335442,1519171200.0,348747.0,21.02.2018,0.7626741416037544,14.77175585570183,882.4,850504
22.02.2018,21747.052783926443,1519257600.0,327243.0,22.02.2018,0.6703778041627924,14.71139111186787,838.5771,761893
23.02.2018,20792.556024299694,1519344000.0,313928.0,23.02.2018,0.6796131893353795,14.579817752278096,803.1043,733084
24.02.2018,21264.89076923077,1519430400.0,280631.0,24.02.2018,0.7236538855321144,14.76923076923077,854.323,732861
25.02.2018,20566.377432570844,1519516800.0,280732.0,25.02.2018,0.6517484707562141,14.749061113007851,828.1922,690582
26.02.2018,21651.749095295538,1519603200.0,349032.0,26.02.2018,0.6162229886771166,14.888850594520076,839.78,737453
27.02.2018,20963.584143222502,1519689600.0,331637.0,27.02.2018,0.695202975742546,14.731457800511508,864.257,694583
28.02.2018,21593.22923024754,1519776000.0,356756.0,28.02.2018,0.8981723112788693,14.649033570701931,872.29114,720368
01.03.2018,20663.093893519304,1519862400.0,325983.0,01.03.2018,0.701688642773055,14.696376934852866,849.3301,684404
02.03.2018,22549.54076962197,1519948800.0,334720.0,02.03.2018,0.8484370503281345,14.6465502627564,868.55975,744666
03.03.2018,21172.971928055136,1520035200.0,292902.0,03.03.2018,0.6408319021154535,14.523449319213311,856.836,673465
04.03.2018,20793.931814317293,1520121600.0,272420.0,04.03.2018,0.7290968229068142,14.69137901717395,855.8407,643241
05.03.2018,22565.664061172472,1520208000.0,341039.0,05.03.2018,0.722514781334853,14.68139337298216,865.88,752756
06.03.2018,21622.686417657045,1520294400.0,344292.0,06.03.2018,0.6099314851457632,14.66893039049236,850.51,712591
07.03.2018,22824.48182586644,1520380800.0,446567.0,07.03.2018,0.6289602161890143,14.606931530008453,815.3095,783757
08.03.2018,21478.301912568302,1520467200.0,328651.0,08.03.2018,0.5827849079960524,14.754098360655735,751.5007,690139
09.03.2018,20374.01305527297,1520553600.0,316142.0,09.03.2018,0.5327704962242156,14.649033570701931,699.0573,650058
10.03.2018,18861.77719328016,1520640000.0,294827.0,10.03.2018,0.4816172786137406,14.661462752418124,725.1214,591377
11.03.2018,18612.294947121038,1520726400.0,269455.0,11.03.2018,0.3986625109987694,14.503944938727548,679.1642,608899
12.03.2018,21667.5095311695,1520812800.0,310872.0,12.03.2018,0.5400265800995998,14.837712519319938,720.4397,677908
13.03.2018,20945.87075873828,1520899200.0,318086.0,13.03.2018,0.3859164990894183,14.731457800511508,695.6691,699093
14.03.2018,20106.073592332705,1520985600.0,340814.0,14.03.2018,0.4283656123574301,14.786924525072736,689.1603,671198
15.03.2018,20055.97942526781,1521072000.0,317769.0,15.03.2018,0.3634963810370209,14.69137901717395,611.0643,654531
16.03.2018,19501.893545116596,1521158400.0,299714.0,16.03.2018,0.3875659805312864,14.59952686718486,610.0,654584
17.03.2018,17375.908469945356,1521244800.0,271646.0,17.03.2018,0.3114859944192245,14.754098360655735,598.75867,593203
18.03.2018,20197.20883195685,1521331200.0,308344.0,18.03.2018,0.2895355720799131,14.562615877296478,550.03687,684094
19.03.2018,20641.923502767997,1521417600.0,346002.0,19.03.2018,0.2848303640985315,14.494212380473074,537.0,703891
20.03.2018,20067.118140627623,1521504000.0,309062.0,20.03.2018,0.3152717022714495,14.499077026346702,555.0,661791
21.03.2018,20630.245197168857,1521590400.0,321548.0,21.03.2018,0.3492327618666587,14.560161779575328,556.0,697872
22.03.2018,17882.68822746924,1521676800.0,304806.0,22.03.2018,0.3794349555149066,14.366478217492515,557.5304,619453
23.03.2018,18847.10539544236,1521763200.0,360771.0,23.03.2018,0.3540714561798213,14.47721179624665,538.12634,677103
24.03.2018,16599.090623968306,1521849600.0,323054.0,24.03.2018,0.3336344911979182,14.26213271706834,543.3263,613203
25.03.2018,14982.393924302787,1521936000.0,239379.0,25.03.2018,0.3249798938416136,14.342629482071713,519.0,526372
26.03.2018,17841.06412391739,1522022400.0,298471.0,26.03.2018,0.3590891982488424,14.390406395736177,523.5524,626615
27.03.2018,17229.686476447747,1522108800.0,276378.0,27.03.2018,0.2965721941455838,14.587202431200405,485.9219,584055
28.03.2018,17283.16557404606,1522195200.0,263701.0,28.03.2018,0.2798917937393183,14.523449319213311,447.0,579858
29.03.2018,17508.02965740583,1522281600.0,284767.0,29.03.2018,0.2925918319153042,14.726435997954662,445.0,583673
30.03.2018,18456.876389356687,1522368000.0,302697.0,30.03.2018,0.2108150786812885,14.5503536544291,382.3105,633616
31.03.2018,17024.522314049587,1522454400.0,258005.0,31.03.2018,0.1877855618436337,14.28099173553719,395.0,584396
01.04.2018,15893.483377659575,1522540800.0,241667.0,01.04.2018,0.178674087652722,14.361702127659576,392.99878,545141
02.04.2018,16870.878569084347,1522627200.0,272345.0,02.04.2018,0.1923513158046845,14.177879881851,377.511,598505
03.04.2018,19076.09534922487,1522713600.0,295636.0,03.04.2018,0.1951138874553014,14.40240040006668,383.55255,645977
04.04.2018,18675.56990501583,1522800000.0,277388.0,04.04.2018,0.1852736279681716,14.397600399933344,415.6232,628441
