Time,Price (BTC/USD) – Bitcoin,sum(Transaction count – Blocks) – Bitcoin,avg(Block size (kB)) – Bitcoin,f(number(86400)/count()) – Bitcoin,avg(Fee – Transactions (USD)) – Bitcoin
23.08.2012,9.91,31818.0,77100.08484848485,523.6363636363636,0.0065196869696398
24.08.2012,10.0,32275.0,87632.49324324324,583.7837837837837,0.0059633276529821
25.08.2012,10.26,33439.0,98860.15942028986,626.0869565217391,0.0073150512874188
26.08.2012,10.44,29520.0,68306.92178770949,482.6815642458101,0.0072633773712737
27.08.2012,10.55,33096.0,95150.33103448276,595.8620689655172,0.0092038675368624
28.08.2012,11.18,29838.0,83606.78807947019,572.1854304635762,0.0094127823580668
29.08.2012,10.89,34209.0,81827.78571428571,514.2857142857143,0.0076571194714841
30.08.2012,10.84,33914.0,91516.5974025974,561.038961038961,0.0092846523559591
31.08.2012,10.75,40624.0,118403.7,617.1428571428571,0.0080861682749113
01.09.2012,10.19,40774.0,104102.19254658386,536.6459627329192,0.0088329253936331
02.09.2012,9.99,33588.0,86587.28658536586,526.829268292683,0.0090913242824818
03.09.2012,10.04,38238.0,103753.14649681529,550.3184713375796,0.0088577122234426
04.09.2012,10.34,39946.0,116097.83006535948,564.7058823529412,0.0076999949932408
05.09.2012,10.3,41135.0,99223.65,480.0,0.0065992245046797
06.09.2012,10.73,42790.0,104186.36842105264,505.2631578947368,0.0064336620705772
07.09.2012,10.94,33483.0,83443.64880952382,514.2857142857143,0.0065445061673087
08.09.2012,11.1,31173.0,92160.13103448277,595.8620689655172,0.007959015814968
09.09.2012,10.97,31464.0,81183.12578616352,543.3962264150944,0.0077053902873124
10.09.2012,11.03,33632.0,95204.53333333334,576.0,0.0078781487868696
11.09.2012,11.03,38225.0,111399.26206896552,595.8620689655172,0.0088728737737083
12.09.2012,11.08,28096.0,78132.69677419355,557.4193548387096,0.0080568052391799
13.09.2012,11.19,29025.0,100090.12307692308,664.6153846153846,0.0075927372954349
14.09.2012,11.33,36118.0,99917.36419753089,533.3333333333334,0.0063685309264078
15.09.2012,11.56,27248.0,81385.99305555556,600.0,0.0062667094832648
16.09.2012,11.69,28415.0,81232.75776397515,536.6459627329192,0.0060418616927679
17.09.2012,11.86,24446.0,64597.64880952381,514.2857142857143,0.0070765728544547
18.09.2012,11.86,32821.0,85415.50299401197,517.3652694610779,0.0080754090368971
19.09.2012,12.03,32231.0,99648.45390070922,612.7659574468086,0.0079931649654059
20.09.2012,12.39,31282.0,85107.36184210527,568.421052631579,0.0071285339812032
21.09.2012,12.47,30347.0,81455.31952662722,511.2426035502959,0.0120210169044716
22.09.2012,12.26,22014.0,72497.26114649682,550.3184713375796,0.0084650676842009
23.09.2012,12.2,27999.0,80852.14556962025,546.8354430379746,0.0079214043358691
24.09.2012,11.99,29190.0,85708.61437908496,564.7058823529412,0.0115987735525865
25.09.2012,12.06,24177.0,70968.05035971223,621.5827338129496,0.0071508003474376
26.09.2012,12.06,32413.0,103247.22857142855,617.1428571428571,0.0072521272329003
27.09.2012,12.19,28347.0,77714.98136645963,536.6459627329192,0.006933587328465
28.09.2012,12.27,32768.0,93320.3164556962,546.8354430379746,0.022215103149414
29.09.2012,12.3,23992.0,67540.70238095238,514.2857142857143,0.007364517339113
30.09.2012,12.36,20668.0,63587.54716981132,543.3962264150944,0.0068655022256628
01.10.2012,12.35,24727.0,95109.42748091604,659.5419847328244,0.0083065879403081
02.10.2012,12.28,32878.0,104430.1095890411,591.7808219178082,0.0113497171360788
03.10.2012,12.56,26669.0,101981.22556390976,649.624060150376,0.0086772319922006
04.10.2012,12.75,32615.0,119686.99236641222,659.5419847328244,0.0513494373754407
05.10.2012,12.84,36371.0,117130.66176470587,635.2941176470588,0.0097289763822825
06.10.2012,12.68,32672.0,99661.47096774192,557.4193548387096,0.008637402056807
07.10.2012,12.56,34726.0,130167.312,691.2,0.0095756378506018
08.10.2012,12.01,38211.0,97029.17415730337,485.3932584269663,0.0085573159561382
09.10.2012,11.25,35450.0,115115.85915492958,608.4507042253521,0.0081497207334273
10.10.2012,11.97,31226.0,95408.3154362416,579.8657718120805,0.0089966310126176
11.10.2012,12.01,27684.0,91263.95652173914,626.0869565217391,0.0097723630978182
12.10.2012,12.0,28693.0,89739.69127516779,579.8657718120805,0.0085527619976997
13.10.2012,12.03,33090.0,102925.07432432432,583.7837837837837,0.0076377938954366
14.10.2012,11.88,27414.0,102261.7874015748,680.3149606299213,0.0073871416064784
15.10.2012,11.82,30998.0,86268.29585798817,511.2426035502959,0.0082768952835666
16.10.2012,11.68,34533.0,104634.05806451612,557.4193548387096,0.0084285263371268
17.10.2012,11.78,31813.0,111804.57746478872,608.4507042253521,0.024731553138654
18.10.2012,11.83,28257.0,92154.85987261146,550.3184713375796,0.0071178221325689
19.10.2012,11.85,25353.0,93911.65925925926,640.0,0.0073547311955192
20.10.2012,11.73,30442.0,92766.49367088608,546.8354430379746,0.0069470665527889
21.10.2012,11.69,40833.0,114870.05590062113,536.6459627329192,0.0070599833468028
22.10.2012,11.61,43154.0,120052.87898089172,550.3184713375796,0.0067817676229318
23.10.2012,11.65,32031.0,121311.83076923076,664.6153846153846,0.0076179638475227
24.10.2012,11.69,32194.0,94888.82098765433,533.3333333333334,0.0077009691246816
25.10.2012,11.62,26998.0,92771.69230769233,604.1958041958042,0.0071669827394621
26.10.2012,11.02,21927.0,65762.72727272728,523.6363636363636,0.0091617229899211
27.10.2012,10.28,16313.0,46227.22285714286,493.7142857142857,0.007891834733035
28.10.2012,10.35,17965.0,52922.82530120482,520.4819277108434,0.0073465126635123
29.10.2012,10.53,21500.0,72405.01265822785,546.8354430379746,0.008511088372093
30.10.2012,10.61,30747.0,97116.65034965034,604.1958041958042,0.0081668292841578
31.10.2012,10.7,27755.0,92447.54861111112,600.0,0.0088321815889029
01.11.2012,10.99,23638.0,80971.04379562044,630.6569343065694,0.0094051188763854
02.11.2012,10.92,28990.0,92732.44055944055,604.1958041958042,0.0102018385650224
03.11.2012,10.54,23899.0,75027.28767123287,591.7808219178082,0.0082690740198334
04.11.2012,10.48,24304.0,74013.75159235668,550.3184713375796,0.0084020655036208
05.11.2012,10.55,32184.0,96567.46875,540.0,0.0084355642555306
06.11.2012,10.63,31986.0,108847.53333333334,640.0,0.0085195460513974
07.11.2012,10.76,36480.0,106407.69426751592,550.3184713375796,0.0086510855263157
08.11.2012,10.92,32415.0,98924.04545454546,561.038961038961,0.0085096405984883
09.11.2012,10.85,25157.0,77291.88157894737,568.421052631579,0.0083744047382438
10.11.2012,10.81,27109.0,88831.88888888889,600.0,0.0085881736692611
11.11.2012,10.83,23555.0,71341.8299319728,587.7551020408164,0.0080005094459774
12.11.2012,10.72,23903.0,83553.0,654.5454545454545,0.0080155629000543
13.11.2012,10.93,27131.0,87442.3,617.1428571428571,0.0082782167999705
14.11.2012,10.95,29901.0,93267.0979020979,604.1958041958042,0.0084567572990869
15.11.2012,10.93,37604.0,120568.86764705884,635.2941176470588,0.0092036219551111
16.11.2012,11.04,39446.0,123772.4,595.8620689655172,0.0089142092987882
17.11.2012,11.44,32538.0,119174.27857142856,617.1428571428571,0.0089800141373163
18.11.2012,11.64,34136.0,105937.38356164384,591.7808219178082,0.0092473488399343
19.11.2012,11.68,36923.0,113961.0,591.7808219178082,0.008827421932129
20.11.2012,11.67,36858.0,112477.91836734694,587.7551020408164,0.0088997449671713
21.11.2012,11.68,39066.0,121658.78289473684,568.421052631579,0.0091942737930681
22.11.2012,11.69,30900.0,99590.38888888888,600.0,0.0082589805825242
23.11.2012,12.03,32347.0,100192.8773006135,530.0613496932515,0.0098731752558197
24.11.2012,12.25,29718.0,90450.6688741722,572.1854304635762,0.0089416784440406
25.11.2012,12.34,36736.0,118420.2602739726,591.7808219178082,0.0099088006315331
26.11.2012,12.46,35898.0,107951.75796178344,550.3184713375796,0.0092007187029918
27.11.2012,12.34,27632.0,89130.77702702703,583.7837837837837,0.0366283403300521
28.11.2012,12.07,37256.0,99559.38953488372,502.3255813953488,0.0141190653854412
29.11.2012,12.25,37423.0,104866.65060240965,520.4819277108434,0.0096795259599711
30.11.2012,12.39,29758.0,106639.44,691.2,0.0093872941729954
01.12.2012,12.51,33492.0,91761.64670658682,517.3652694610779,0.0098955481906126
02.12.2012,12.53,20606.0,68166.85314685314,604.1958041958042,0.0092574589925264
03.12.2012,12.51,21659.0,70422.87074829932,587.7551020408164,0.0105801883743478
04.12.2012,12.52,32356.0,137322.00892857142,771.4285714285714,0.0109060205216961
05.12.2012,12.98,33744.0,134862.59836065574,708.1967213114754,0.010484343883357
06.12.2012,13.25,37163.0,130736.62773722628,630.6569343065694,0.0110746791163253
07.12.2012,13.37,32145.0,111617.09302325582,669.7674418604652,0.0101378970290869
08.12.2012,13.32,33174.0,105714.22463768117,626.0869565217391,0.0103669982516428
09.12.2012,13.43,32059.0,116813.12698412698,685.7142857142857,0.0101704388783181
10.12.2012,13.22,36221.0,119484.72027972028,604.1958041958042,0.0112235553960409
11.12.2012,13.36,36779.0,118238.21527777778,600.0,0.0114648902906549
12.12.2012,13.47,36736.0,131017.71538461538,664.6153846153846,0.0104946428571428
13.12.2012,13.57,42515.0,150893.17557251907,659.5419847328244,0.0144252122780195
14.12.2012,13.62,39014.0,168216.8679245283,815.0943396226415,0.0111973829907212
15.12.2012,13.57,32365.0,124239.74137931036,744.8275862068965,0.0102236891704001
16.12.2012,13.51,35476.0,143237.84684684683,778.3783783783783,0.0106133273198782
17.12.2012,13.35,41040.0,131862.05970149254,644.776119402985,0.0108368031189083
18.12.2012,13.18,49812.0,183036.864,691.2,0.0106011844535453
19.12.2012,13.2,44765.0,136948.19014084508,608.4507042253521,0.0103194348263152
20.12.2012,13.34,35922.0,155127.4245283019,815.0943396226415,0.0115796169478314
21.12.2012,13.45,44580.0,153479.65873015873,685.7142857142857,0.0111152893674293
22.12.2012,13.45,51258.0,139518.66013071896,564.7058823529412,0.0107001385149635
23.12.2012,13.36,36738.0,134197.89344262294,708.1967213114754,0.0114621971800315
24.12.2012,13.21,36111.0,135534.39393939395,654.5454545454545,0.0102510703109855
25.12.2012,13.34,28743.0,101059.74193548386,696.7741935483871,0.0108193264446995
26.12.2012,13.29,36586.0,117640.78571428572,561.038961038961,0.0106045755206909
27.12.2012,13.3,43787.0,131340.40384615384,553.8461538461538,0.0111969420147532
28.12.2012,13.32,47105.0,126688.4201183432,511.2426035502959,0.0105836110816261
29.12.2012,13.38,38110.0,125104.52777777778,600.0,0.0105031041721332
30.12.2012,13.47,45447.0,115105.2530120482,520.4819277108434,0.0103804783594076
31.12.2012,13.41,30064.0,88550.25949367089,546.8354430379746,0.0108875299361362
01.01.2013,13.44,31896.0,89114.77160493827,533.3333333333334,0.0106821889892149
02.01.2013,13.31,39433.0,114158.38562091504,564.7058823529412,0.0108433723023863
03.01.2013,13.29,42309.0,108105.27160493829,533.3333333333334,0.0118101845942943
04.01.2013,13.32,48589.0,141893.1503267974,564.7058823529412,0.0105682870608573
05.01.2013,13.38,39596.0,118321.98581560283,612.7659574468086,0.0106053313466006
06.01.2013,13.38,33026.0,100689.95862068963,595.8620689655172,0.0141373130261006
07.01.2013,13.42,40288.0,105482.88095238096,514.2857142857143,0.0119605440826052
08.01.2013,13.44,38624.0,149385.64661654134,649.624060150376,0.0112538395816072
09.01.2013,13.66,43190.0,148418.78461538462,664.6153846153846,0.0103663903681407
10.01.2013,13.69,52539.0,163764.80272108843,587.7551020408164,0.0399502160299967
11.01.2013,14.02,52749.0,187258.68376068372,738.4615384615385,0.0112924263967089
12.01.2013,14.1,45671.0,163180.3524590164,708.1967213114754,0.0113452869435746
13.01.2013,14.15,49441.0,162449.4812030075,649.624060150376,0.011205442851075
14.01.2013,14.09,44560.0,127191.74522292994,550.3184713375796,0.0110109829443447
15.01.2013,14.19,45022.0,158378.9090909091,714.0495867768595,0.0105869952467682
16.01.2013,14.19,53629.0,180820.15267175573,659.5419847328244,0.010913626955565
17.01.2013,14.49,48100.0,200063.9099099099,778.3783783783783,0.0113880207900207
18.01.2013,15.14,49139.0,185283.96694214875,714.0495867768595,0.011588571195995
19.01.2013,15.64,56170.0,159723.16883116882,561.038961038961,0.0176678796510592
20.01.2013,15.45,41371.0,140661.27692307692,664.6153846153846,0.0122886369679243
21.01.2013,15.67,40441.0,139584.56818181818,654.5454545454545,0.0114627284191785
22.01.2013,16.35,43752.0,144866.875,600.0,0.0124291780947156
23.01.2013,17.13,46678.0,174382.12698412698,685.7142857142857,0.0163017610008997
24.01.2013,17.2,46221.0,150873.96794871794,553.8461538461538,0.0163819843793946
25.01.2013,17.77,48511.0,164224.1094890511,630.6569343065694,0.0151899363031065
26.01.2013,16.69,52366.0,152176.89102564103,553.8461538461538,0.0152508727036626
27.01.2013,17.13,55413.0,162203.3642384106,572.1854304635762,0.0147560825077147
28.01.2013,17.57,52180.0,168422.96598639456,587.7551020408164,0.0145464239172096
29.01.2013,18.29,51703.0,157379.48101265822,546.8354430379746,0.0175372744328182
30.01.2013,19.14,41219.0,127450.35947712418,564.7058823529412,0.0162028239404158
31.01.2013,19.43,51633.0,124566.36269430052,447.6683937823834,0.017967979780373
01.02.2013,20.53,59382.0,179126.8775510204,587.7551020408164,0.018082861809976
02.02.2013,20.7,54465.0,158704.55555555556,564.7058823529412,0.0281057798586248
03.02.2013,19.48,61164.0,149299.03225806452,464.5161290322581,0.016568656399189
04.02.2013,20.22,55005.0,153543.86585365853,526.829268292683,0.0166094536860285
05.02.2013,20.41,53420.0,141707.17365269462,517.3652694610779,0.0161770909771621
06.02.2013,20.53,42555.0,129362.93150684932,591.7808219178082,0.0155661473387381
07.02.2013,21.04,61237.0,177804.43506493507,561.038961038961,0.0166598151444388
08.02.2013,21.55,60921.0,180397.14569536425,572.1854304635762,0.0174193168201441
09.02.2013,22.4,57750.0,179376.86013986013,604.1958041958042,0.017510045021645
10.02.2013,23.19,56443.0,154022.86956521738,536.6459627329192,0.0185804581613309
11.02.2013,23.41,57594.0,164919.75471698114,543.3962264150944,0.0198226395110601
12.02.2013,24.04,58551.0,192537.72661870503,621.5827338129496,0.0198802975184027
13.02.2013,25.06,59090.0,158420.6432748538,505.2631578947368,0.0238058723980368
14.02.2013,25.47,50928.0,157905.03973509933,572.1854304635762,0.0217276920358152
15.02.2013,25.41,55647.0,145939.27374301676,482.6815642458101,0.0261608334681114
16.02.2013,26.95,51433.0,124961.25925925926,457.1428571428572,0.0265968191627943
17.02.2013,27.07,49635.0,126095.0319148936,459.5744680851064,0.0255308491991538
18.02.2013,26.38,50374.0,144020.78881987577,536.6459627329192,0.0236255667606304
19.02.2013,26.73,54519.0,160518.84905660377,543.3962264150944,0.022759083989068
20.02.2013,28.18,59748.0,149430.15025906736,447.6683937823834,0.0235596973957287
21.02.2013,29.47,55916.0,142290.94886363635,490.9090909090909,0.0271352528793189
22.02.2013,29.68,62171.0,167057.35294117648,508.2352941176471,0.0254140805198565
23.02.2013,30.44,57886.0,163172.48170731709,526.829268292683,0.0253100352416819
24.02.2013,28.97,57164.0,159470.95512820513,553.8461538461538,0.0228387883982926
25.02.2013,29.75,67144.0,149805.9068627451,423.52941176470586,0.0295550786369593
26.02.2013,30.04,63438.0,174769.81325301205,520.4819277108434,0.0269291796714902
27.02.2013,30.95,60949.0,145835.9689119171,447.6683937823834,0.0277298987678222
28.02.2013,31.08,63021.0,173664.44047619047,514.2857142857143,0.0299324685422319
01.03.2013,32.67,64535.0,196620.55921052632,568.421052631579,0.0344266305105756
02.03.2013,34.19,55825.0,180438.46896551724,595.8620689655172,0.0313423502015226
03.03.2013,33.86,54459.0,157164.98136645963,536.6459627329192,0.0279656842762445
04.03.2013,34.01,64044.0,164763.15642458102,482.6815642458101,0.0293278527262507
05.03.2013,35.29,56868.0,194577.96402877697,621.5827338129496,0.0318737198424421
06.03.2013,39.28,62760.0,194600.66451612904,557.4193548387096,0.0984198709369024
07.03.2013,45.18,66770.0,201910.925,540.0,0.0417393799610603
08.03.2013,40.87,55857.0,161515.89375,540.0,0.0348395402545786
09.03.2013,43.08,55546.0,156913.05917159762,511.2426035502959,0.040411277139668
10.03.2013,45.28,73844.0,185437.6612021858,472.1311475409836,0.0375834759763826
11.03.2013,46.69,59289.0,170545.68292682926,526.829268292683,0.0392969657103341
12.03.2013,47.41,48484.0,179993.27407407408,640.0,0.065166347661084
13.03.2013,43.65,56690.0,167594.16560509554,550.3184713375796,0.0405873310989592
14.03.2013,46.16,58069.0,156039.55865921787,482.6815642458101,0.0418329005149046
15.03.2013,47.08,62776.0,172658.5988372093,502.3255813953488,0.0487536733783611
16.03.2013,46.68,34187.0,101030.39428571428,493.7142857142857,0.0429156462983005
17.03.2013,46.52,35348.0,80979.46889952153,413.39712918660285,0.041728793708272
18.03.2013,46.85,43485.0,107629.82631578948,454.7368421052632,0.0407313142462918
19.03.2013,48.63,46108.0,132534.74705882353,508.2352941176471,0.0544642534918018
20.03.2013,55.13,46276.0,104119.04739336492,409.478672985782,0.0441929747601348
21.03.2013,61.85,55564.0,127105.68348623851,396.3302752293578,0.0563437855445972
22.03.2013,68.89,60584.0,130729.08733624454,377.292576419214,0.0770493216030635
23.03.2013,70.45,52914.0,125269.11520737328,398.15668202764977,0.0700288297992969
24.03.2013,62.5,51335.0,130020.5343915344,457.1428571428572,0.0494383948573098
25.03.2013,68.62,48993.0,168653.26388888888,600.0,0.0621328353030024
26.03.2013,74.02,49061.0,161460.93377483444,572.1854304635762,0.0683849615784431
27.03.2013,77.23,53207.0,190771.2748091603,659.5419847328244,0.0871210930892551
28.03.2013,84.86,60989.0,175340.67213114753,472.1311475409836,0.0850953827739428
29.03.2013,87.49,62259.0,177902.5632183908,496.5517241379311,0.0853083570246871
30.03.2013,88.81,59196.0,187826.45664739885,499.4219653179191,0.0961311186566659
31.03.2013,91.55,43986.0,147911.2426035503,511.2426035502959,0.0954686718501341
01.04.2013,92.59,52770.0,139337.52525252526,436.3636363636364,0.0757033086981239
02.04.2013,99.53,63276.0,175525.70165745856,477.3480662983425,0.0962755626145774
03.04.2013,107.26,63941.0,184291.05714285717,493.7142857142857,0.1187168342690918
04.04.2013,127.86,66892.0,221649.96753246756,561.038961038961,0.1458240133349279
05.04.2013,131.07,61373.0,190149.1582278481,546.8354430379746,0.1222288107148094
06.04.2013,138.43,51718.0,158648.50306748465,530.0613496932515,0.103978048261727
07.04.2013,140.64,63541.0,205493.5243902439,526.829268292683,0.1194136510284698
08.04.2013,152.79,61680.0,195200.47741935484,557.4193548387096,0.1146220168612191
09.04.2013,180.39,66979.0,179210.71022727274,490.9090909090909,0.132704159512683
10.04.2013,213.72,63881.0,168524.06282722513,452.3560209424084,0.2163740267059063
11.04.2013,181.66,68407.0,216576.8,540.0,0.16827252474162
12.04.2013,131.95,58690.0,163858.11560693642,499.4219653179191,0.1268467047197137
13.04.2013,84.59,53517.0,145270.91616766466,517.3652694610779,0.0636607993721621
14.04.2013,108.55,55471.0,175250.90849673204,564.7058823529412,0.1044857024391123
15.04.2013,97.19,54496.0,161968.83536585365,526.829268292683,0.1324626284497944
16.04.2013,86.91,67785.0,181273.21468926556,488.135593220339,0.066732151655971
17.04.2013,65.39,56706.0,163884.567251462,505.2631578947368,0.0939684283850033
18.04.2013,84.85,46631.0,144500.8775510204,587.7551020408164,0.077376410542343
19.04.2013,96.78,59528.0,211673.7810218978,630.6569343065694,0.0899917920978363
20.04.2013,118.46,48302.0,157490.35714285713,561.038961038961,0.1133581176762867
21.04.2013,122.9,44224.0,123134.35795454546,490.9090909090909,0.091494579866136
22.04.2013,119.29,47194.0,147132.35294117648,564.7058823529412,0.1174248887570453
23.04.2013,121.95,61668.0,174533.72619047618,514.2857142857143,0.1211235470584419
24.04.2013,132.85,65023.0,209641.7901234568,533.3333333333334,0.1276795595404702
25.04.2013,150.41,62566.0,175715.64534883722,502.3255813953488,0.1456064907457724
26.04.2013,142.61,55264.0,157673.47368421053,505.2631578947368,0.1047600372756224
27.04.2013,131.75,44369.0,147221.4149659864,587.7551020408164,0.1158886114178818
28.04.2013,130.5,41879.0,122019.97740112996,488.135593220339,0.1022086606652498
29.04.2013,132.3,51776.0,147565.82183908045,496.5517241379311,0.1168634637669963
30.04.2013,141.03,47599.0,181493.0536912752,579.8657718120805,0.1355307842601735
01.05.2013,138.98,55327.0,170380.08609271524,572.1854304635762,0.1027155674444665
02.05.2013,120.87,55429.0,196927.1194029851,644.776119402985,0.1145893539482942
03.05.2013,106.65,51412.0,182476.77372262767,630.6569343065694,0.0943033299618766
04.05.2013,91.35,50261.0,157967.8679245283,543.3962264150944,0.0829961302003541
05.05.2013,106.64,50332.0,152646.41818181818,523.6363636363636,0.0774544464754033
06.05.2013,113.48,53340.0,163183.97590361445,520.4819277108434,0.1126268916385451
07.05.2013,117.03,56735.0,171042.5357142857,514.2857142857143,0.0963436291530801
08.05.2013,106.63,50439.0,156593.67272727273,523.6363636363636,0.1099238922262535
09.05.2013,112.94,66774.0,189125.64024390245,526.829268292683,0.111444673076347
10.05.2013,111.15,67881.0,190641.8139534884,502.3255813953488,0.1052751594702494
11.05.2013,117.3,73402.0,190634.06043956045,474.72527472527474,0.0986190417154845
12.05.2013,115.24,65428.0,182176.9523809524,514.2857142857143,0.0996238964969126
13.05.2013,114.25,60998.0,168795.66666666666,496.5517241379311,0.1095629118987507
14.05.2013,116.34,66470.0,201917.3831168831,561.038961038961,0.1004420625846246
15.05.2013,114.33,64171.0,217992.74468085103,612.7659574468086,0.1077675118043976
16.05.2013,109.6,61158.0,201141.5675675676,583.7837837837837,0.1386502027535236
17.05.2013,114.23,58731.0,174007.70186335404,536.6459627329192,0.1077430981934583
18.05.2013,119.9,52215.0,167547.86577181207,579.8657718120805,0.0908731935267643
19.05.2013,121.96,47820.0,141571.0641025641,553.8461538461538,0.1202592848180677
20.05.2013,120.08,48821.0,180973.29457364345,669.7674418604652,0.106870504496016
21.05.2013,120.47,53942.0,174012.27152317882,572.1854304635762,0.103864211560565
22.05.2013,120.06,51990.0,158898.8141025641,553.8461538461538,0.1152111136757068
23.05.2013,120.96,59789.0,162274.4252873563,496.5517241379311,0.1142529629196006
24.05.2013,123.55,55401.0,159006.89940828402,511.2426035502959,0.1078165249724734
25.05.2013,128.8,51280.0,149018.38787878788,523.6363636363636,0.1187459184867394
26.05.2013,129.9,40722.0,133395.3680981595,530.0613496932515,0.100552531800992
27.05.2013,132.96,52758.0,148587.05681818182,490.9090909090909,0.1232327457447211
28.05.2013,128.94,57070.0,169591.1582278481,546.8354430379746,0.1237828316103031
29.05.2013,127.18,55060.0,160073.82738095237,514.2857142857143,0.1204784780239738
30.05.2013,129.37,57426.0,156321.09497206705,482.6815642458101,0.1069813203078745
31.05.2013,129.11,54346.0,147359.39428571428,493.7142857142857,0.1070640323114856
01.06.2013,127.95,54311.0,124866.441314554,405.63380281690144,0.0971691038647787
02.06.2013,128.1,49947.0,121341.3768844221,434.1708542713568,0.1252448855787134
03.06.2013,121.94,55874.0,126487.30985915494,405.63380281690144,0.1285067777499373
04.06.2013,119.12,57622.0,129793.57276995304,405.63380281690144,0.1120774773524001
05.06.2013,120.9,56560.0,147819.67934782608,469.5652173913044,0.1285467910183875
06.06.2013,121.11,54638.0,143527.87845303866,477.3480662983425,0.0914710274900252
07.06.2013,119.73,52188.0,154855.9440993789,536.6459627329192,0.0898519257300528
08.06.2013,112.35,48218.0,122923.20994475138,477.3480662983425,0.1073806877099838
09.06.2013,109.07,44471.0,134049.4716981132,543.3962264150944,0.0884136043713881
10.06.2013,98.0,45000.0,118736.17816091956,496.5517241379311,0.0750847288888889
11.06.2013,104.68,49663.0,123198.9,480.0,0.1004669049392908
12.06.2013,106.83,45907.0,106272.04433497536,425.615763546798,0.0989970549153723
13.06.2013,108.85,43193.0,108115.32795698923,464.5161290322581,0.1029935244136781
14.06.2013,105.08,50172.0,130693.71111111112,480.0,0.0760573845969863
15.06.2013,100.54,35826.0,96622.68208092486,499.4219653179191,0.0926578630045218
16.06.2013,100.38,42966.0,106505.8054054054,467.02702702702703,0.0731038099892938
17.06.2013,99.92,45943.0,143229.2551724138,595.8620689655172,0.0801638334457915
18.06.2013,100.72,46017.0,149551.92142857143,617.1428571428571,0.0826893800117348
19.06.2013,106.87,47031.0,160322.30147058822,635.2941176470588,0.0849953583806425
20.06.2013,106.95,52515.0,158415.62987012987,561.038961038961,0.1423329086927544
21.06.2013,110.04,47027.0,132155.8869047619,514.2857142857143,0.1005743615369893
22.06.2013,108.13,44594.0,117687.75,490.9090909090909,0.1347866977620307
23.06.2013,105.02,38507.0,106843.2303030303,523.6363636363636,0.0897085984366478
24.06.2013,104.93,44245.0,135474.55333333334,576.0,0.0929563973330319
25.06.2013,101.35,44629.0,128022.5668789809,550.3184713375796,0.0767682829550292
26.06.2013,103.65,45627.0,120767.79885057472,496.5517241379311,0.0915432507068183
27.06.2013,102.27,46128.0,127479.46706586826,517.3652694610779,0.0681518383628165
28.06.2013,100.59,49552.0,135415.4852071006,511.2426035502959,0.0976335263965127
29.06.2013,95.06,36545.0,105794.76923076923,511.2426035502959,0.0634306854562867
30.06.2013,95.08,30953.0,92671.64705882352,564.7058823529412,0.089361845378477
01.07.2013,94.26,39128.0,113372.12101910828,550.3184713375796,0.0581135452872623
02.07.2013,89.03,39650.0,117370.4640522876,564.7058823529412,0.0798836696090794
03.07.2013,88.13,35531.0,86074.51630434782,469.5652173913044,0.0698939911626467
04.07.2013,82.75,35292.0,97314.58787878788,523.6363636363636,0.0547290490762779
05.07.2013,77.9,37037.0,90295.68279569891,464.5161290322581,0.0682723384723384
06.07.2013,70.82,33372.0,84349.92513368985,462.03208556149735,0.0632626093731271
07.07.2013,69.05,30356.0,76148.78494623656,464.5161290322581,0.0419028528132823
08.07.2013,70.26,39629.0,94547.51041666669,450.0,0.0581498750914734
09.07.2013,76.0,40832.0,103349.36216216216,467.02702702702703,0.0646801871081504
10.07.2013,74.49,39238.0,93036.31282051282,443.0769230769231,0.0500914547122687
11.07.2013,81.09,43434.0,115277.72413793104,496.5517241379311,0.0659200396003131
12.07.2013,86.41,48260.0,152026.51298701295,561.038961038961,0.0551007853294654
13.07.2013,95.07,37970.0,115555.14649681529,550.3184713375796,0.0841367737687648
14.07.2013,91.8,34933.0,97410.16860465116,502.3255813953488,0.0602683995076288
15.07.2013,93.97,36754.0,104989.09146341465,526.829268292683,0.0571131359851988
16.07.2013,96.51,39392.0,110965.35365853658,526.829268292683,0.0879252005483346
17.07.2013,95.2,40643.0,100908.52717391304,469.5652173913044,0.0788933026597446
18.07.2013,95.32,41170.0,117120.45341614907,536.6459627329192,0.0865776487733786
19.07.2013,88.31,36759.0,96946.37426900584,505.2631578947368,0.0507516608177589
20.07.2013,89.65,33702.0,83064.82258064517,464.5161290322581,0.0611292445552192
21.07.2013,89.09,35456.0,83059.35175879397,434.1708542713568,0.061681202053249
22.07.2013,87.78,39979.0,109935.01212121212,523.6363636363636,0.071961707396383
23.07.2013,88.33,38432.0,124265.12056737588,612.7659574468086,0.0493014987510408
24.07.2013,90.9,42361.0,125014.56603773584,543.3962264150944,0.0764596680909327
25.07.2013,91.07,42530.0,140275.94520547945,591.7808219178082,0.0723318786738772
26.07.2013,93.4,37373.0,105695.58536585368,526.829268292683,0.0507850373264121
27.07.2013,93.13,36892.0,94782.65193370164,477.3480662983425,0.0811448335682532
28.07.2013,92.72,37302.0,104046.45833333331,514.2857142857143,0.0592304487695029
29.07.2013,96.84,41812.0,110812.66853932584,485.3932584269663,0.0704222208935233
30.07.2013,97.5,42133.0,100043.95939086296,438.5786802030457,0.0871519165499727
31.07.2013,100.15,49524.0,125116.53684210528,454.7368421052632,0.0996079860269768
01.08.2013,104.48,50904.0,135514.2429378531,488.135593220339,0.0786665036146471
