"Date","active_addr","avg.Block.size..kB.....Bitcoin","Price..BTC.USD....Bitcoin","f.number.86400..count......Bitcoin","sum.Transaction.count...Blocks....Bitcoin","avg.Fee...Transactions..USD.....Bitcoin"
2011-03-22,3743,6028.3781512605,0.75,726.050420168067,2238,0.00352890974084004
2011-03-23,6710,9205.61783439491,0.78,550.31847133758,4570,0.00308477024070022
2011-03-24,4254,5180.74342105263,0.83,568.421052631579,2164,0.00317204251386322
2011-03-25,4019,4319.68208092486,0.88,499.421965317919,1999,0.00228154077038519
2011-03-26,4709,8149.28985507246,0.88,626.086956521739,3335,0.00119535232383808
2011-03-27,4643,6660.05594405594,0.87,604.195804195804,2463,0.00223248071457572
2011-03-28,5190,6379.05357142857,0.83,514.285714285714,2931,0.00124882292732856
2011-03-29,4511,5658.63803680982,0.81,530.061349693251,2718,0.00101924208977189
2011-03-30,3525,4123.42948717949,0.79,553.846153846154,1756,0.00185842824601367
2011-03-31,3999,3937.07960199005,0.79,429.850746268657,2095,0.0014781861575179
2011-04-01,3137,3512.44318181818,0.79,490.909090909091,1579,0.00170107663077897
2011-04-02,3148,3544.94444444444,0.78,480,1772,0.00120626410835214
2011-04-03,3474,3536.87428571429,0.79,493.714285714286,1805,0.00185972299168975
2011-04-04,4476,4634.97752808989,0.78,485.393258426966,2309,0.00191805976613252
2011-04-05,4158,3922.78350515464,0.69,445.360824742268,2119,0.00171632845681925
2011-04-06,3733,4507.10135135135,0.67,583.783783783784,1864,0.00175777896995708
2011-04-07,3289,4101.78231292517,0.72,587.755102040816,1677,0.00128384019081694
2011-04-08,3505,4145.36746987952,0.75,520.481927710843,1767,0.00174878324844369
2011-04-09,3482,4020.10256410256,0.76,553.846153846154,1733,0.00184627813040969
2011-04-10,3369,3867.37572254335,0.74,499.421965317919,1744,0.00222918577981651
2011-04-11,3912,4757.53374233129,0.74,530.061349693251,1943,0.00166325270200721
2011-04-12,4188,5618.15337423313,0.77,530.061349693251,2077,0.00174082811747713
2011-04-13,4520,4836.39690721649,0.85,445.360824742268,2371,0.00145571488823281
2011-04-14,5823,6310.14375,0.93,540,2881,0.00458483165567511
2011-04-15,4024,7102.38235294118,0.95,635.294117647059,2018,0.00117690782953419
2011-04-16,5234,6164.20231213873,1,499.421965317919,2154,0.00169958217270195
2011-04-17,4200,4610.62777777778,1.04,480,2257,0.000996455471865308
2011-04-18,5409,7418.80405405405,1.08,583.783783783784,3035,0.00116546952224053
2011-04-19,6221,8239.06493506493,1.15,561.038961038961,3598,0.00180625347415231
2011-04-20,5252,9102.0625,1.18,600,2969,0.00283967665880768
2011-04-21,3915,4664.14965986395,1.16,587.755102040816,1915,0.00204360313315927
2011-04-22,4107,4423.33522727273,1.18,490.909090909091,2097,0.00297672865999046
2011-04-23,4801,5494.29069767442,1.29,502.325581395349,2310,0.00294367965367965
2011-04-24,4530,5801.06172839506,1.55,533.333333333333,2273,0.00453620765508139
2011-04-25,4940,6000.640625,1.67,450,2592,0.00561388888888889
2011-04-26,6011,6517.92307692308,1.58,443.076923076923,3455,0.00234089725036179
2011-04-27,7342,10654.8032786885,1.67,472.131147540984,4580,0.00335884279475983
2011-04-28,6056,7537.9512195122,1.89,526.829268292683,3035,0.00412906095551895
2011-04-29,6586,6751.525,2.03,432,3534,0.00426301641199774
2011-04-30,8009,9596.19047619048,2.59,457.142857142857,4473,0.00598678739101274
2011-05-01,7343,9391.62011173184,3.29,482.68156424581,3949,0.00944076981514307
2011-05-02,5814,5798.91878172589,3.14,438.578680203046,3095,0.00488368336025848
2011-05-03,5887,6118.3112244898,3.24,440.816326530612,2935,0.00531666098807496
2011-05-04,6210,5970.06598984772,3.32,438.578680203046,2800,0.00754560714285714
2011-05-05,6921,6656.74429223744,3.44,394.520547945205,3464,0.00942508660508083
2011-05-06,6659,6148.37614678899,3.41,396.330275229358,3290,0.00786422492401216
2011-05-07,7090,6394.11682242991,3.48,403.738317757009,3887,0.00595819397993311
2011-05-08,6135,5374.46575342466,3.61,394.520547945205,2898,0.00925527950310559
2011-05-09,7306,6168.73640167364,3.77,361.506276150628,3516,0.0116751137656428
2011-05-10,6931,7986.86338797814,3.8,472.131147540984,3151,0.00984214535068232
2011-05-11,6863,7125.48691099476,4.74,452.356020942408,3090,0.0122608737864078
2011-05-12,7017,8426.72189349112,5.35,511.242603550296,3361,0.0115140136864029
2011-05-13,9229,9412.51690821256,5.83,417.391304347826,4064,0.0165556594488189
2011-05-14,8737,7686.64462809917,7.48,357.02479338843,4414,0.0245824195740825
2011-05-15,8078,7757.89545454545,7.86,392.727272727273,3770,0.0310572944297082
2011-05-16,11506,8022.25910931174,6.74,349.797570850202,4349,0.0226966659002069
2011-05-17,10261,7413.35408560311,7.77,336.186770428016,4464,0.0239941084229391
2011-05-18,12695,8189.31597222222,7.52,300,5581,0.0264815445260706
2011-05-19,11771,11566.2514619883,7.14,505.263157894737,4663,0.0248392022303238
2011-05-20,11381,9464.55909090909,6.96,392.727272727273,4795,0.0253185610010428
2011-05-21,10577,9006.89090909091,6.28,392.727272727273,4964,0.0266823126510878
2011-05-22,10533,8164.84126984127,5.97,342.857142857143,5282,0.0212727754638395
2011-05-23,11949,8178.60839160839,6.47,302.097902097902,5745,0.0201470322019147
2011-05-24,12952,7671.07357859532,7.1,288.963210702341,5865,0.0255546803069054
2011-05-25,14348,8554,7.23,281.4332247557,6258,0.0240792106104187
2011-05-26,14242,9633.42567567567,7.98,291.891891891892,6967,0.0242895076790584
2011-05-27,10599,11312.8862275449,8.55,517.365269461078,4853,0.0243804862971358
2011-05-28,11415,12765.5677419355,8.67,557.41935483871,5013,0.0241259924197088
2011-05-29,11036,10702.0388888889,8.45,480,4753,0.024531643172733
2011-05-30,12428,14349.8051948052,8.3,561.038961038961,5337,0.0290732246580476
2011-05-31,13850,17156.4533333333,8.72,576,6063,0.0286982187036121
2011-06-01,13657,14577.3829787234,8.88,459.574468085106,6540,0.0327146941896024
2011-06-02,15288,16117.2684210526,9.21,454.736842105263,7136,0.0305604820627803
2011-06-03,17582,20057.2722772277,10.11,427.722772277228,8441,0.0314558109228764
2011-06-04,19181,16756.8080357143,13.08,385.714285714286,8811,0.0477703211894223
2011-06-05,17585,15776.9182692308,16.41,415.384615384615,8592,0.0452314013035382
2011-06-06,20676,18303.635193133,17.32,370.815450643777,9703,0.0523066989590848
2011-06-07,18723,21104.4941176471,18.46,508.235294117647,9002,0.0596126194179071
2011-06-08,27013,30671.4324324324,19.9,467.027027027027,11815,0.0747710368176047
2011-06-09,26012,23544.2432432432,27.25,389.189189189189,12176,0.0969752135348226
2011-06-10,23862,21142.5874439462,29.58,387.443946188341,11269,0.100816310231609
2011-06-11,23329,17512.5436507937,24.67,342.857142857143,10897,0.0800482334587501
2011-06-12,26680,22714.9785407725,17.61,370.815450643777,12440,0.062725498392283
2011-06-13,25460,21722.3348017621,16.21,380.616740088106,11246,0.052682473768451
2011-06-14,29187,22612.8987854251,20.11,349.797570850202,14158,0.0514577694589631
2011-06-15,27126,19427.3512544803,19.25,309.677419354839,12605,0.0611938119793733
2011-06-16,28463,30178.8055555556,19.68,480,12746,0.0492263533657618
2011-06-17,25713,26441.0806451613,18.86,464.516129032258,11296,0.0516241855524079
2011-06-18,25771,24290.4974619289,15.51,438.578680203046,11563,0.038011216812246
2011-06-19,27371,22123.1748878924,16.04,387.443946188341,11472,0.0361991370292887
2011-06-20,25591,18501.0555555556,17.77,369.230769230769,11225,0.0321015412026726
2011-06-21,24486,15847.7628458498,0.01,341.501976284585,9704,1.72609233305853e-05
2011-06-22,26303,16768.5692307692,0.01,332.307692307692,11519,1.42460283010678e-05
2011-06-23,23864,16861.6833333333,0.01,360,10418,1.27279708197351e-05
2011-06-24,25067,19923.0462962963,0.01,400,10922,1.35048525911005e-05
2011-06-25,22254,28028.5734265734,0.01,604.195804195804,9693,2.24698235840297e-05
2011-06-26,23338,28848.966442953,0.01,579.865771812081,9985,2.40160240360541e-05
2011-06-27,28631,32423.0473372781,15.59,511.242603550296,11751,0.0351944855756957
2011-06-28,25983,28019.01875,17.01,540,10719,0.0314968653792331
2011-06-29,24028,24108.6627906977,16.93,502.325581395349,10002,0.033827124575085
2011-06-30,23070,21155.8848167539,16.88,452.356020942408,9636,0.0309954856787049
2011-07-01,30042,26486.2023121387,16.51,499.421965317919,10603,0.0290812694520419
2011-07-02,32112,21917.2781065089,15.9,511.242603550296,8018,0.0292062359690696
2011-07-03,22129,20713.4545454545,15.53,523.636363636364,8364,0.0247943328550933
2011-07-04,23440,23844.2058823529,15.48,508.235294117647,9604,0.0257805185339442
2011-07-05,23168,28898.3381294964,14.48,621.58273381295,8965,0.0303634467373118
2011-07-06,26752,30170.152866242,12.8,550.31847133758,10519,0.0206949614982413
2011-07-07,22771,29157.1603053435,14.8,659.541984732824,9180,0.0225947494553377
2011-07-08,24399,21960.1636363636,15.16,523.636363636364,8528,0.0235156660412758
2011-07-09,22511,22822.3489932886,14.35,579.865771812081,7851,0.0237148898229525
2011-07-10,28441,28664.6277372263,14.39,630.656934306569,8392,0.0214532650142993
2011-07-11,25505,27230.3757961783,15.08,550.31847133758,10523,0.0212920364914948
2011-07-12,22750,24730.9290780142,14.37,612.765957446809,8147,0.0225593101755247
2011-07-13,26808,19822.9633507853,14.15,452.356020942408,9193,0.0230073860546068
2011-07-14,28682,26339.8958333333,14.03,600,8716,0.0215525699862322
2011-07-15,24115,20376.1172839506,13.93,533.333333333333,7998,0.0283925981495374
2011-07-16,23674,23598.5541401274,13.9,550.31847133758,8876,0.0174440175754845
2011-07-17,24274,21549.3941176471,13.62,508.235294117647,8379,0.0197176870748299
2011-07-18,27601,27003.4705882353,13.34,508.235294117647,8976,0.0192360405525847
2011-07-19,24782,29297.8943661972,13.03,608.450704225352,9185,0.0210594011976048
2011-07-20,25539,25920.5973154362,14.04,579.865771812081,8863,0.0167414870811238
2011-07-21,25137,24297.6973684211,13.69,568.421052631579,8163,0.015080105353424
2011-07-22,24163,25327.6953642384,13.66,572.185430463576,8991,0.0205632743854966
2011-07-23,21647,22457.602739726,13.65,591.780821917808,7415,0.0141797437626433
2011-07-24,22920,21670.0301204819,13.64,520.481927710843,8219,0.0169264509064363
2011-07-25,26711,26272.5818181818,13.86,523.636363636364,9485,0.0176816130732736
2011-07-26,23543,21533.0397727273,14.2,490.909090909091,8370,0.0132902867383513
2011-07-27,23165,20902.3505747126,13.91,496.551724137931,7995,0.0154822889305816
2011-07-28,25053,24038.1612903226,13.96,557.41935483871,8119,0.0129725089296711
2011-07-29,21756,18739.4756097561,13.61,526.829268292683,7315,0.0132345727956254
2011-07-30,19386,17124.0131578947,13.51,568.421052631579,6209,0.0124471090352714
2011-07-31,23766,19720.0628571429,13.53,493.714285714286,8099,0.011370304975923
2011-08-01,23275,22571.3333333333,13.52,523.636363636364,8195,0.0127095302013423
2011-08-02,21237,25117.474025974,13.17,561.038961038961,8817,0.0111034025178632
2011-08-03,17988,22168.7643312102,12.39,550.31847133758,7737,0.013126030761277
2011-08-04,18586,27100.5968992248,10.45,669.767441860465,8307,0.0097747441916456
2011-08-05,21120,22285.5785714286,10.58,617.142857142857,7360,0.00917150815217391
2011-08-06,19901,26062.1885245902,10.27,708.196721311475,6834,0.036201580333626
2011-08-07,19634,22425.0634920635,7.82,685.714285714286,6710,0.00761673621460507
2011-08-08,24295,27203.3014705882,7.72,635.294117647059,7267,0.00845326819870648
2011-08-09,23270,28177.397260274,7.74,591.780821917808,9219,0.00982307191669378
2011-08-10,19300,23049.7631578947,9.72,568.421052631579,8335,0.0125454829034193
2011-08-11,17814,22631.9489051095,10,630.656934306569,7596,0.00936194049499737
2011-08-12,16683,22314.9083969466,9.47,659.541984732824,7165,0.00802671318911375
2011-08-13,18815,24128.8384615385,9.32,664.615384615385,7398,0.00869460665044607
2011-08-14,21128,26015.4924242424,9.8,654.545454545455,7471,0.0135326596171865
2011-08-15,18781,29744.1782945736,10.61,669.767441860465,8379,0.0123360663563671
2011-08-16,20593,27638.4285714286,11.3,587.755102040816,9640,0.0116630497925311
2011-08-17,19988,25594.4485294118,11.05,635.294117647059,7722,0.00963619528619529
2011-08-18,20313,21981.5486111111,10.88,600,7415,0.00867173297370196
2011-08-19,21840,27046.8473282443,10.9,659.541984732824,7614,0.0111021013921723
2011-08-20,20800,20510.4934210526,11.4,568.421052631579,7191,0.00858747044917258
2011-08-21,22366,20296.275,11.49,540,7667,0.00850820399113082
2011-08-22,25025,20855.2426035503,11.38,511.242603550296,7815,0.0109995521433141
2011-08-23,22345,20649.2451612903,11.03,557.41935483871,7277,0.0105519994503229
2011-08-24,21797,23619.3134328358,11.03,644.776119402985,7367,0.0130134790280983
2011-08-25,22862,23503.5185185185,10.94,640,7241,0.00906942411269162
2011-08-26,21300,22968.7959183673,10.01,587.755102040816,7421,0.00632306966716076
2011-08-27,20640,24946.3524590164,8.65,708.196721311475,6361,0.00682880050306556
2011-08-28,18215,21234.0862068966,8.63,744.827586206897,5589,0.00696332080873144
2011-08-29,18696,24845.9782608696,8.97,626.086956521739,8094,0.00594068445762293
2011-08-30,17313,21783.1917808219,8.93,591.780821917808,7804,0.0112531906714505
2011-08-31,16787,19086.0774193548,8.78,557.41935483871,7292,0.0071253154141525
2011-09-01,16492,23808.488372093,8.35,669.767441860465,7203,0.00651406358461752
2011-09-02,15858,18376.2435897436,8.22,553.846153846154,7026,0.00799373754625676
2011-09-03,14200,17124.2896551724,8.44,595.862068965517,5925,0.00544806751054852
2011-09-04,17225,40163.1268656716,8.53,644.776119402985,7258,0.011612055662717
2011-09-05,17841,19832.1602564103,8.17,553.846153846154,7039,0.00832859781218923
2011-09-06,18377,23172.1721854305,7.62,572.185430463576,7830,0.00634469987228608
2011-09-07,16392,22320.4558823529,6.73,635.294117647059,7090,0.00773626234132581
2011-09-08,15365,21924.4651162791,7.03,669.767441860465,6497,0.00504586732338002
2011-09-09,18315,25458.8831168831,6.8,561.038961038961,7376,0.00707394251626898
2011-09-10,15532,21831.6466165414,5.31,649.624060150376,5993,0.00476742866677791
2011-09-11,15078,23454.184,5.03,691.2,6443,0.00397401831444979
2011-09-12,16221,23229.7518796992,6.06,649.624060150376,6575,0.00494473003802281
2011-09-13,14664,19008.7746478873,6.04,608.450704225352,6519,0.00384499156312318
2011-09-14,14442,18007.0342465753,5.79,591.780821917808,6200,0.00353259677419355
2011-09-15,15192,18239.5064102564,5.55,553.846153846154,6474,0.00628419833178869
2011-09-16,14298,22135.8823529412,4.97,726.050420168067,6209,0.00398229988726043
2011-09-17,12877,17116.0298507463,4.81,644.776119402985,5454,0.00454633296663
2011-09-18,14074,15729.1139240506,4.77,546.835443037975,5986,0.00429041095890411
2011-09-19,15826,24278.2283464567,5.11,680.314960629921,6653,0.00456839019990982
2011-09-20,21668,28120.8571428571,5.26,617.142857142857,8145,0.00423170042971148
2011-09-21,17693,25639.1301369863,6.1,591.780821917808,7684,0.00408891202498699
2011-09-22,17256,17998.0540540541,5.62,583.783783783784,6139,0.00346054732041049
2011-09-23,19799,20118.9473684211,5.49,649.624060150376,6328,0.00365448798988622
2011-09-24,19129,20834.7054263566,5.59,669.767441860465,5728,0.00655562150837989
2011-09-25,18971,19060.6204379562,5.41,630.656934306569,5722,0.00318194687172317
2011-09-26,17509,18030.1940298507,5.32,644.776119402985,5639,0.00278645149849264
2011-09-27,18409,19895.7969924812,4.95,649.624060150376,6101,0.00380188493689559
2011-09-28,13462,16838.6598639456,4.84,587.755102040816,6017,0.0035156057836131
2011-09-29,12613,18062.36,4.74,691.2,5589,0.00289543746645196
2011-09-30,13192,19798.9262295082,4.7,708.196721311475,5865,0.00287631713554987
2011-10-01,12750,16188.3916083916,5.01,604.195804195804,5374,0.00339363602530703
2011-10-02,11622,17314.6694214876,5.05,714.04958677686,5035,0.00318315789473684
2011-10-03,13518,18042.4896551724,4.98,595.862068965517,6521,0.00690734549915657
2011-10-04,13528,22648.4642857143,4.94,771.428571428571,5809,0.00313100361508005
2011-10-05,13340,16945.2,4.9,595.862068965517,5771,0.00337820135158551
2011-10-06,14160,20312.4765625,4.86,675,5912,0.00664287889039242
2011-10-07,13446,17897.0797101449,4.68,626.086956521739,5674,0.0035308071906944
2011-10-08,12285,19187.7983193277,4.29,726.050420168067,5402,0.00261988152536098
2011-10-09,12084,18206.5669291339,4.03,680.314960629921,5457,0.00216492578339747
2011-10-10,13105,19697.7073170732,4.19,702.439024390244,5882,0.00238507310438626
2011-10-11,13491,29022.4838709677,4.1,929.032258064516,5930,0.00363774030354132
2011-10-12,13370,21547.95,3.95,720,5949,0.00308332492855942
2011-10-13,11321,21946.5773195876,4.07,890.721649484536,4984,0.0033864165329053
2011-10-14,14215,18939.8201438849,4.08,621.58273381295,6111,0.00226305023727704
2011-10-15,12864,17403.4328358209,4,644.776119402985,5579,0.00241986018999821
2011-10-16,11655,18075.2268907563,3.89,726.050420168067,4981,0.0024937964264204
2011-10-17,13858,22782.313559322,3.64,732.203389830509,5781,0.00269856426223837
2011-10-18,12114,17740.025,2.85,720,4863,0.00169335800945918
2011-10-19,12258,16536.2781954887,2.62,649.624060150376,5130,0.00166224171539961
2011-10-20,11009,16291.3043478261,2.28,751.304347826087,4649,0.00293727683372768
2011-10-21,11939,16213.520661157,2.31,714.04958677686,5206,0.00120197848636189
2011-10-22,12011,22048.8571428571,2.54,881.632653061224,5114,0.00140475166210403
2011-10-23,13109,21027.3333333333,3.01,800,5608,0.00167339514978602
2011-10-24,13614,19272.4094488189,3.08,680.314960629921,5934,0.00180008426019548
2011-10-25,12802,16969.1937984496,2.81,669.767441860465,5226,0.00147187141216992
2011-10-26,12213,18995.2735042735,2.74,738.461538461538,5272,0.00161160849772382
2011-10-27,11281,19232.54,2.75,864,4677,0.00158430617917468
2011-10-28,12512,21385.2095238095,2.92,822.857142857143,5118,0.00174644392340758
2011-10-29,12691,21706.2831858407,3.11,764.601769911504,5596,0.00194152966404575
2011-10-30,11261,18510.6756756757,3.54,778.378378378378,4980,0.00234174698795181
2011-10-31,11738,15892.2977099237,3.38,659.541984732824,5182,0.00203956001543806
2011-11-01,12519,15425.0333333333,3.19,576,5777,0.00270888004154405
2011-11-02,12907,15268.1168831169,3.19,561.038961038961,5991,0.00175765314638625
2011-11-03,12854,19392.28,3.23,691.2,6253,0.00149800095953942
2011-11-04,15519,18938.7414965986,3.21,587.755102040816,6540,0.00154406727828746
2011-11-05,13188,17127.7739726027,3.13,591.780821917808,5928,0.00192117071524966
2011-11-06,11308,13302.9375,3.01,600,5034,0.00141293206197855
2011-11-07,12461,18046.303030303,2.96,654.545454545455,5496,0.00188025836972344
2011-11-08,13456,18015.932885906,3,579.865771812081,5994,0.00208591925258592
2011-11-09,14080,16959.4223602484,3.09,536.645962732919,6448,0.0015593982630273
2011-11-10,14197,19818.6595744681,3,612.765957446809,6541,0.00153079039902156
2011-11-11,11948,18932.9075630252,2.87,726.050420168067,5093,0.00117044963675633
2011-11-12,12027,15348.2937062937,2.97,604.195804195804,5127,0.00143547883752682
2011-11-13,12350,14773.8194444444,3.06,600,5374,0.00161138816524004
2011-11-14,13472,18401.7552447552,3,604.195804195804,5908,0.00139796885578876
2011-11-15,13899,16387.7393939394,2.51,523.636363636364,6106,0.00119433344251556
2011-11-16,12950,19407.2518518519,2.3,640,6048,0.00144249338624339
2011-11-17,12018,16184.6115107914,2.46,621.58273381295,4959,0.00140697721314781
2011-11-18,12204,16628.4285714286,2.23,649.624060150376,5169,0.00144434126523506
2011-11-19,9917,16749.5447154472,2.14,702.439024390244,4724,0.00142394157493649
2011-11-20,11162,16889.6013986014,2.17,604.195804195804,5125,0.00167034146341463
2011-11-21,9946,16562.8813559322,2.28,732.203389830509,4770,0.00131651991614256
2011-11-22,11185,16851.9,2.23,617.142857142857,5491,0.00119735931524313
2011-11-23,11256,16949.0298507463,2.31,644.776119402985,5598,0.00145828867452662
2011-11-24,10697,20124.8761061947,2.32,764.601769911504,5018,0.00185679553607015
2011-11-25,11529,16893.5407407407,2.42,640,5486,0.00188720379146919
2011-11-26,10057,17325.575,2.47,720,4752,0.00146618265993266
2011-11-27,10582,18073.2368421053,2.48,757.894736842105,5061,0.00124094052558783
2011-11-28,12432,20132.2519685039,2.46,680.314960629921,5930,0.00125649241146712
2011-11-29,14242,21789.4782608696,2.51,626.086956521739,6414,0.00172365138758965
2011-11-30,15160,20404.7592592593,2.79,533.333333333333,6857,0.00148820183753828
2011-12-01,13785,16286.3241758242,2.91,474.725274725275,6352,0.0020650976070529
2011-12-02,13127,18543.0205479452,3.05,591.780821917808,6318,0.00221138018360241
2011-12-03,12591,16359.5921052632,3.1,568.421052631579,5631,0.00255048836796306
2011-12-04,11699,16878.7720588235,2.93,635.294117647059,5385,0.00155487465181059
2011-12-05,12805,16507.1139240506,2.75,546.835443037975,6237,0.00132890812890813
2011-12-06,15021,19813.3274853801,2.87,505.263157894737,7978,0.00151655803459514
2011-12-07,12748,19470.6304347826,2.98,626.086956521739,6135,0.00188216788916055
2011-12-08,13898,16858.4024390244,3,526.829268292683,5820,0.00141178694158076
2011-12-09,11494,16082.6598639456,2.95,587.755102040816,5588,0.00159529348604152
2011-12-10,11681,16485.6458333333,2.99,600,5678,0.00152241986615005
2011-12-11,11898,17566.6315789474,3.04,568.421052631579,5261,0.127236152822657
2011-12-12,11074,18983.5275590551,3.2,680.314960629921,4862,0.116708000822707
2011-12-13,11720,18647.553030303,3.18,654.545454545455,5406,0.00238768035516093
2011-12-14,11711,15678.4117647059,3.21,564.705882352941,5692,0.00217698524244554
2011-12-15,9857,17242.8839285714,3.12,771.428571428571,4850,0.0050481030927835
2011-12-16,10368,19871.0423728814,3.17,732.203389830509,5164,0.00166299380325329
2011-12-17,9989,14532.3333333333,3.18,576,4993,0.00230610855197276
2011-12-18,9675,13469.5694444444,3.19,600,4632,0.00213752158894646
2011-12-19,12496,17311.6100628931,3.2,543.396226415094,5844,0.00227642026009583
2011-12-20,13468,24973.1940298507,3.41,644.776119402985,6295,0.00319782366957903
2011-12-21,11594,16324.8791946309,3.97,579.865771812081,5577,0.00303765465303927
2011-12-22,11744,17318.9391891892,3.93,583.783783783784,5859,0.00232635261990101
2011-12-23,11925,16640.7253521127,3.79,608.450704225352,5682,0.00177110172474481
2011-12-24,9947,13361.6413793103,3.9,595.862068965517,4658,0.00189235723486475
2011-12-25,11585,12890.3390804598,3.92,496.551724137931,5286,0.00217796065077563
2011-12-26,11954,13740.988700565,4.14,488.135593220339,5641,0.00239533770608048
2011-12-27,11532,16132.5862068966,4.04,595.862068965517,5211,0.00231842256764537
2011-12-28,10541,14357.6387096774,4.02,557.41935483871,5000,0.0025286
2011-12-29,11039,16804.3913043478,4.14,626.086956521739,5212,0.00331287413660783
2011-12-30,10248,14956.6971830986,4.22,608.450704225352,5051,0.00278582458919026
2011-12-31,10565,16242.642384106,4.19,572.185430463576,5137,0.00321966128090325
2012-01-01,11236,17072.9477124183,4.6,564.705882352941,5001,0.00326930613877225
2012-01-02,11711,19120.7483443709,5.1,572.185430463576,5410,0.00522173752310536
2012-01-03,12892,18211.7924528302,5.21,543.396226415094,5773,0.00482849471678503
2012-01-04,12313,19350.610738255,4.95,579.865771812081,5731,0.0122666724829873
2012-01-05,15079,24677.2585034014,5.25,587.755102040816,6994,0.00426974549613955
2012-01-06,14660,21752.6081871345,6.2,505.263157894737,6644,0.00605549367850692
2012-01-07,13075,16700.7173913043,6.79,469.565217391304,5905,0.0051530567315834
2012-01-08,14463,20421.2147239264,6.72,530.061349693251,6404,0.00391656777014366
2012-01-09,14603,20391.262195122,7.03,526.829268292683,6112,0.00732194044502618
2012-01-10,15899,29670.5531914894,6.47,612.765957446809,6677,0.00473464130597574
2012-01-11,16746,27516.2745098039,6.4,564.705882352941,7139,0.00511194845216417
2012-01-12,13727,20203.4,6.81,557.41935483871,6696,0.0419178614097969
2012-01-13,14203,21760.3285714286,6.74,617.142857142857,6847,0.00964472031546663
2012-01-14,14435,19971.5,6.61,576,6807,0.0124140884383723
2012-01-15,13447,20883.5611510791,6.59,621.58273381295,6312,0.0140216571609632
2012-01-16,14565,19703.88,6.9,493.714285714286,6974,0.0385791941496989
2012-01-17,13984,19576.1210191083,6.83,550.31847133758,6752,0.00773450829383886
2012-01-18,14506,24815.5546875,6.04,675,6647,0.00984772077629006
2012-01-19,14812,21241.6066666667,5.98,576,6902,0.0238416545928716
2012-01-20,13929,20875.1379310345,6.18,595.862068965517,6780,0.0225784808259587
2012-01-21,13321,18315.493902439,6.44,526.829268292683,6366,0.00481968268928684
2012-01-22,11148,16622.9264705882,6.29,635.294117647059,5325,0.00357757746478873
2012-01-23,12942,15229.0352941176,6.29,508.235294117647,6100,0.0051022131147541
2012-01-24,14677,24098.345323741,6.29,621.58273381295,7268,0.00842228948816731
2012-01-25,16255,25041.8175675676,6.3,583.783783783784,7961,0.0060919608089436
2012-01-26,14203,22095.3333333333,5.88,626.086956521739,6598,0.0079662321915732
2012-01-27,14243,21382.0638297872,5.59,612.765957446809,6337,0.0202866656146442
2012-01-28,12770,19138.6413793103,5.29,595.862068965517,5910,0.00811981387478849
2012-01-29,14033,17987.3832335329,5.57,517.365269461078,6426,0.19114130096483
2012-01-30,13338,15792.4941860465,5.48,502.325581395349,6153,0.0259242808386153
2012-01-31,15130,21926.0666666667,5.51,576,6925,0.00572758122743682
2012-02-01,14596,20862.9503546099,5.53,612.765957446809,6502,0.00404901568748077
2012-02-02,15803,21700.855345912,5.82,543.396226415094,7164,0.00941098548297041
2012-02-03,16263,20770.4113924051,6.03,546.835443037975,7050,0.00590212765957447
2012-02-04,16089,21104.4267515924,5.92,550.31847133758,7237,0.00711533784717424
2012-02-05,14452,21271.9366197183,5.92,608.450704225352,6774,0.00373448479480366
2012-02-06,13608,18749.7123287671,5.68,591.780821917808,6136,0.0039620925684485
2012-02-07,14491,22141.6861313869,5.55,630.656934306569,7012,0.00526541642897889
2012-02-08,14373,21141.275862069,5.62,595.862068965517,7024,0.00408845387243736
2012-02-09,14794,23220.6896551724,5.64,595.862068965517,7488,0.00557990117521368
2012-02-10,16196,27532.5869565217,5.75,626.086956521739,8456,0.00285040208136235
2012-02-11,14800,23164.4733333333,5.87,576,7679,0.00297601250162782
2012-02-12,13872,19618.4873417722,5.7,546.835443037975,7030,0.00311618776671408
2012-02-13,15826,26395.700729927,5.6,630.656934306569,7992,0.00368100600600601
2012-02-14,18018,31891.6086956522,5.34,626.086956521739,9489,0.00872075034250184
2012-02-15,17470,30038.8358208955,4.7,644.776119402985,9337,0.00304764913783871
2012-02-16,18226,32552.2971014493,4.58,626.086956521739,9537,0.00483702422145329
2012-02-17,13874,18808.0460526316,4.19,568.421052631579,6778,0.00223754794924757
2012-02-18,14111,16335.3274853801,4.46,505.263157894737,6516,0.00228153775322284
2012-02-19,12827,16500.1962025316,4.27,546.835443037975,5958,0.00189127223900638
2012-02-20,13906,19114.2857142857,4.35,617.142857142857,6339,0.00283309670294999
2012-02-21,14399,22962.3410852713,4.37,669.767441860465,6420,0.00233806853582554
2012-02-22,15893,19583.6352201258,4.31,543.396226415094,7194,0.0020572699471782
2012-02-23,17201,22571.1265060241,4.44,520.481927710843,8014,0.00276806838033441
2012-02-24,16082,22268.4362416107,4.82,579.865771812081,6930,0.00306656565656566
2012-02-25,14764,18166.1151515152,4.97,523.636363636364,6306,0.00246584205518554
2012-02-26,12910,18015.9666666667,4.88,576,5821,0.00286196529805875
2012-02-27,14540,19568.3701298701,4.95,561.038961038961,6735,0.00416715664439495
2012-02-28,15968,19341.71875,4.93,540,6725,0.00283014126394052
2012-02-29,15106,17044.4413407821,4.87,482.68156424581,6719,0.00245630302128293
2012-03-01,15662,22687.8675496689,4.82,572.185430463576,6811,0.00475096167963588
