Time	sum(Transaction count – Blocks) – Ethereum
18.12.2022	916817
19.12.2022	995022
20.12.2022	992552
21.12.2022	1029079
22.12.2022	989930
23.12.2022	1044954
24.12.2022	911507
25.12.2022	836524
26.12.2022	937984
27.12.2022	1025444
28.12.2022	977680
29.12.2022	945627
30.12.2022	944771
31.12.2022	865806
01.01.2023	742785
02.01.2023	920402
03.01.2023	948428
04.01.2023	1046723
05.01.2023	1143078
06.01.2023	1028132
07.01.2023	957704
08.01.2023	1184114
09.01.2023	1093675
10.01.2023	1061055
11.01.2023	1083285
12.01.2023	1085563
13.01.2023	1076328
14.01.2023	1107924
15.01.2023	1000777
16.01.2023	1057284
17.01.2023	1018494
18.01.2023	1118225
19.01.2023	1007125
20.01.2023	1024504
21.01.2023	994076
22.01.2023	889814
23.01.2023	947816
24.01.2023	1032293
25.01.2023	1020849
26.01.2023	1048864
27.01.2023	1100192
28.01.2023	964429
29.01.2023	998228
30.01.2023	1074729
31.01.2023	1086364
01.02.2023	1064236
02.02.2023	1104114
03.02.2023	1072753
04.02.2023	1064597
05.02.2023	1069625
06.02.2023	1077149
07.02.2023	1142836
08.02.2023	1121215
09.02.2023	1082597
10.02.2023	1071635
11.02.2023	961493
12.02.2023	953020
13.02.2023	1054742
14.02.2023	1141796
15.02.2023	1160906
16.02.2023	1138195
17.02.2023	1066755
18.02.2023	972865
19.02.2023	1002399
20.02.2023	1059640
21.02.2023	1084290
22.02.2023	1080839
23.02.2023	1093537
24.02.2023	1095771
25.02.2023	995229
26.02.2023	982721
27.02.2023	1034112
28.02.2023	1044634
01.03.2023	1081357
02.03.2023	1088950
03.03.2023	1092189
04.03.2023	971157
05.03.2023	940858
06.03.2023	1037182
07.03.2023	1035152
08.03.2023	1011772
09.03.2023	1037747
10.03.2023	1065950
11.03.2023	1031282
12.03.2023	975115
13.03.2023	1173725
14.03.2023	1105574
15.03.2023	1076868
16.03.2023	1042974
17.03.2023	1068367
18.03.2023	1023763
19.03.2023	992358
20.03.2023	1123422
21.03.2023	1081542
22.03.2023	1073049
23.03.2023	1077597
24.03.2023	1084504
25.03.2023	1052576
26.03.2023	1011463
27.03.2023	1100122
28.03.2023	1149677
29.03.2023	1165012
30.03.2023	1187924
31.03.2023	1150969
01.04.2023	1020143
02.04.2023	981226
03.04.2023	1052294
04.04.2023	1068725
05.04.2023	1124845
06.04.2023	1036898
07.04.2023	1043552
08.04.2023	924776
09.04.2023	957033
10.04.2023	1016480
11.04.2023	1084502
12.04.2023	1021632
13.04.2023	1094764
14.04.2023	1166392
15.04.2023	1056292
16.04.2023	854249
17.04.2023	1011979
18.04.2023	1070108
19.04.2023	1085368
20.04.2023	1073576
21.04.2023	1009840
22.04.2023	862010
23.04.2023	867666
24.04.2023	940804
25.04.2023	976311
26.04.2023	978231
27.04.2023	939382
28.04.2023	987858
29.04.2023	887381
30.04.2023	974972
01.05.2023	1102060
02.05.2023	1127805
03.05.2023	1117146
04.05.2023	1110353
05.05.2023	1208777
06.05.2023	1146025
07.05.2023	1101644
08.05.2023	1145960
09.05.2023	1126707
10.05.2023	1087072
11.05.2023	1101066
12.05.2023	1070884
13.05.2023	994500
14.05.2023	992511
15.05.2023	1092066
16.05.2023	1072600
17.05.2023	1043731
18.05.2023	1054402
19.05.2023	1073998
20.05.2023	1049772
21.05.2023	1014742
22.05.2023	1075234
23.05.2023	1113343
24.05.2023	1054823
25.05.2023	1063518
26.05.2023	1059657
27.05.2023	982723
28.05.2023	968996
29.05.2023	1082389
30.05.2023	1190789
31.05.2023	1098323
01.06.2023	1071180
02.06.2023	1102996
03.06.2023	1003794
04.06.2023	962454
05.06.2023	1151611
06.06.2023	1095254
07.06.2023	1071257
08.06.2023	1008582
09.06.2023	1046976
10.06.2023	1204433
11.06.2023	1106781
12.06.2023	976377
13.06.2023	952433
14.06.2023	1023424
15.06.2023	1110065
16.06.2023	1146585
17.06.2023	984528
18.06.2023	1001818
19.06.2023	1046350
20.06.2023	1072315
21.06.2023	1091714
22.06.2023	1052333
23.06.2023	1054976
24.06.2023	1004563
25.06.2023	935051
26.06.2023	997141
27.06.2023	1067508
28.06.2023	1094625
29.06.2023	1064502
30.06.2023	1129340
01.07.2023	1016124
02.07.2023	926071
03.07.2023	1061800
04.07.2023	932466
05.07.2023	761086
06.07.2023	914824
07.07.2023	1038860
08.07.2023	1014253
09.07.2023	954771
10.07.2023	1058817
11.07.2023	1092159
12.07.2023	1041644
13.07.2023	1121657
14.07.2023	1111143
15.07.2023	951225
16.07.2023	947137
17.07.2023	1036741
18.07.2023	1176207
19.07.2023	1093950
20.07.2023	1049754
21.07.2023	1111037
22.07.2023	1004374
23.07.2023	977428
24.07.2023	1036300
25.07.2023	990374
26.07.2023	1029754
27.07.2023	999058
28.07.2023	1014601
29.07.2023	991161
30.07.2023	981688
31.07.2023	1048461
01.08.2023	1068108
02.08.2023	1042149
03.08.2023	1049539
04.08.2023	1075359
05.08.2023	1124372
06.08.2023	987506
07.08.2023	1047336
08.08.2023	1098689
09.08.2023	1076595
10.08.2023	1037733
11.08.2023	1050203
12.08.2023	972839
13.08.2023	920802
14.08.2023	1009971
15.08.2023	1056395
16.08.2023	1076132
17.08.2023	1065879
18.08.2023	1081417
19.08.2023	1041484
20.08.2023	943440
21.08.2023	1010718
22.08.2023	1040834
23.08.2023	1045220
24.08.2023	1055235
25.08.2023	1025742
26.08.2023	990794
27.08.2023	907110
28.08.2023	995843
29.08.2023	1019692
30.08.2023	1027316
31.08.2023	1010128
01.09.2023	1006635
02.09.2023	1024172
03.09.2023	1038128
04.09.2023	952440
05.09.2023	994049
06.09.2023	1058940
07.09.2023	1017089
08.09.2023	1014297
09.09.2023	929400
10.09.2023	866548
11.09.2023	1021616
12.09.2023	1092958
13.09.2023	1627860
14.09.2023	1071590
15.09.2023	1002709
16.09.2023	922374
17.09.2023	879624
18.09.2023	979571
19.09.2023	1002911
20.09.2023	1012663
21.09.2023	1131119
22.09.2023	974991
23.09.2023	863503
24.09.2023	883746
25.09.2023	990872
26.09.2023	1041222
27.09.2023	1056862
28.09.2023	1030538
29.09.2023	1024678
30.09.2023	977771
01.10.2023	922694
02.10.2023	1016845
03.10.2023	1002455
04.10.2023	983598
05.10.2023	955796
06.10.2023	993544
07.10.2023	996807
08.10.2023	924403
09.10.2023	993579
10.10.2023	1005950
11.10.2023	1005828
12.10.2023	1004069
13.10.2023	1007291
14.10.2023	898577
15.10.2023	921231
16.10.2023	1027904
17.10.2023	1002389
18.10.2023	1010682
19.10.2023	997931
20.10.2023	1087921
21.10.2023	987400
22.10.2023	980622
23.10.2023	1063574
24.10.2023	1098323
25.10.2023	1081158
26.10.2023	1091779
27.10.2023	1034649
28.10.2023	991315
29.10.2023	1071556
30.10.2023	1094713
31.10.2023	1089606
01.11.2023	1101507
02.11.2023	1045341
03.11.2023	1104674
04.11.2023	1013882
05.11.2023	1034459
06.11.2023	1101917
07.11.2023	1055975
08.11.2023	1066274
09.11.2023	1125199
10.11.2023	1146191
11.11.2023	1107685
12.11.2023	1061494
13.11.2023	1088278
14.11.2023	1050000
15.11.2023	1075386
16.11.2023	1093005
17.11.2023	1084679
18.11.2023	1134614
19.11.2023	983460
20.11.2023	1151945
21.11.2023	1129495
22.11.2023	1142003
23.11.2023	1123339
24.11.2023	1068410
25.11.2023	985612
26.11.2023	989613
27.11.2023	1077314
28.11.2023	1155016
29.11.2023	1151825
30.11.2023	1119717
01.12.2023	1119507
02.12.2023	1210135
03.12.2023	1030989
04.12.2023	1158630
05.12.2023	1197166
06.12.2023	1126986
07.12.2023	1159526
08.12.2023	1182465
09.12.2023	1120555
10.12.2023	1129096
11.12.2023	1087662
12.12.2023	1076667
13.12.2023	1081514
14.12.2023	1157276
15.12.2023	1162222
16.12.2023	1056961
17.12.2023	1081782
18.12.2023	1137970
19.12.2023	1153138
20.12.2023	1246531
21.12.2023	1242003
22.12.2023	1205712
23.12.2023	1122126
24.12.2023	1140411
25.12.2023	1102694
26.12.2023	1116621
27.12.2023	1137685
28.12.2023	1185508
29.12.2023	1110469
30.12.2023	1090893
31.12.2023	1061956
01.01.2024	1101465
02.01.2024	1128657
03.01.2024	1092220
04.01.2024	1116573
05.01.2024	1069386
06.01.2024	994947
07.01.2024	1049831
08.01.2024	1073535
09.01.2024	1079147
10.01.2024	1247106
11.01.2024	1209246
12.01.2024	1209875
13.01.2024	1212202
14.01.2024	1961144
15.01.2024	1154132
16.01.2024	1269778
17.01.2024	1181029
18.01.2024	1204406
19.01.2024	1173934
20.01.2024	1062400
21.01.2024	1119258
22.01.2024	1076456
23.01.2024	1083617
24.01.2024	1080129
25.01.2024	1173711
26.01.2024	1172353
27.01.2024	1147736
28.01.2024	1128211
29.01.2024	1115710
30.01.2024	1190513
31.01.2024	1137621
01.02.2024	1127338
02.02.2024	1108172
03.02.2024	1055053
04.02.2024	1049649
05.02.2024	1120237
06.02.2024	1080846
07.02.2024	1143018
08.02.2024	1052168
09.02.2024	1075272
10.02.2024	1011075
11.02.2024	1027275
12.02.2024	984471
13.02.2024	1102512
14.02.2024	1130569
15.02.2024	1154207
16.02.2024	1179130
17.02.2024	1078511
18.02.2024	1093072
19.02.2024	1147390
20.02.2024	1149756
21.02.2024	1100360
22.02.2024	1082822
23.02.2024	1160126
24.02.2024	1101504
25.02.2024	1102202
26.02.2024	1187460
27.02.2024	1219667
28.02.2024	1227000
29.02.2024	1236852
01.03.2024	1205845
02.03.2024	1210578
03.03.2024	1183019
04.03.2024	1267200
05.03.2024	1303724
06.03.2024	1218992
07.03.2024	1228816
08.03.2024	1212254
09.03.2024	1160185
10.03.2024	1157440
11.03.2024	1245874
12.03.2024	1232719
13.03.2024	1277221
14.03.2024	1300877
15.03.2024	1312102
16.03.2024	1275550
17.03.2024	1204019
18.03.2024	1281387
19.03.2024	1377823
20.03.2024	1371234
21.03.2024	1331729
22.03.2024	1324517
23.03.2024	1297609
24.03.2024	1230758
25.03.2024	1279657
26.03.2024	1315082
27.03.2024	1272273
28.03.2024	1287078
29.03.2024	1304561
30.03.2024	1239801
31.03.2024	1245473
01.04.2024	1245715
02.04.2024	1239577
03.04.2024	1211600
04.04.2024	1234952
05.04.2024	1242174
06.04.2024	1201522
07.04.2024	1177838
08.04.2024	1221235
09.04.2024	1226685
10.04.2024	1208068
11.04.2024	1213672
12.04.2024	1322052
13.04.2024	1162426
14.04.2024	1133064
15.04.2024	1187906
16.04.2024	1178451
17.04.2024	1245968
18.04.2024	1235484
19.04.2024	1182165
20.04.2024	1152540
21.04.2024	1133924
22.04.2024	1178253
23.04.2024	1199365
24.04.2024	1171434
25.04.2024	1186539
26.04.2024	1177416
27.04.2024	1103918
28.04.2024	1140939
29.04.2024	1224677
30.04.2024	1262466
01.05.2024	1206626
02.05.2024	1223696
03.05.2024	1194608
04.05.2024	1163073
05.05.2024	1145911
06.05.2024	1190232
07.05.2024	1231931
08.05.2024	1159221
09.05.2024	1126649
10.05.2024	1154535
11.05.2024	1113685
12.05.2024	1055429
13.05.2024	1163122
14.05.2024	1182521
15.05.2024	1197067
16.05.2024	1218914
17.05.2024	1112590
18.05.2024	1082308
19.05.2024	1022083
20.05.2024	1124081
21.05.2024	1198696
22.05.2024	1188672
23.05.2024	1156304
24.05.2024	1164101
25.05.2024	1157033
26.05.2024	1139013
27.05.2024	1159616
28.05.2024	1105315
29.05.2024	1172771
30.05.2024	1149944
31.05.2024	1175396
01.06.2024	1119675
02.06.2024	1076974
03.06.2024	1152786
04.06.2024	1164380
05.06.2024	1178477
06.06.2024	1154720
07.06.2024	1184232
08.06.2024	1156305
09.06.2024	1142399
10.06.2024	1180168
11.06.2024	1177067
12.06.2024	1224208
13.06.2024	1231037
14.06.2024	1184071
15.06.2024	1137118
16.06.2024	1123092
17.06.2024	2070
