Time	sum(Transaction count – Blocks) – Ethereum
18.05.2019	735420
19.05.2019	752431
20.05.2019	860161
21.05.2019	812799
22.05.2019	873384
23.05.2019	846724
24.05.2019	904057
25.05.2019	839949
26.05.2019	763094
27.05.2019	941733
28.05.2019	910535
29.05.2019	947509
30.05.2019	891907
31.05.2019	870676
01.06.2019	956751
02.06.2019	890894
03.06.2019	889067
04.06.2019	891955
05.06.2019	799392
06.06.2019	824817
07.06.2019	758454
08.06.2019	992653
09.06.2019	715741
10.06.2019	963694
11.06.2019	930038
12.06.2019	860682
13.06.2019	749758
14.06.2019	825364
15.06.2019	938952
16.06.2019	888979
17.06.2019	944094
18.06.2019	850016
19.06.2019	886054
20.06.2019	985024
21.06.2019	777627
22.06.2019	758133
23.06.2019	773499
24.06.2019	809637
25.06.2019	932194
26.06.2019	848601
27.06.2019	814118
28.06.2019	1004170
29.06.2019	733337
30.06.2019	685958
01.07.2019	951985
02.07.2019	895054
03.07.2019	753227
04.07.2019	747514
05.07.2019	849080
06.07.2019	754040
07.07.2019	582067
08.07.2019	809796
09.07.2019	771955
10.07.2019	736096
11.07.2019	975288
12.07.2019	726392
13.07.2019	587283
14.07.2019	613490
15.07.2019	743294
16.07.2019	1003278
17.07.2019	830029
18.07.2019	667874
19.07.2019	815548
20.07.2019	584085
21.07.2019	522416
22.07.2019	640666
23.07.2019	606795
24.07.2019	907213
25.07.2019	949864
26.07.2019	640260
27.07.2019	577697
28.07.2019	572697
29.07.2019	676990
30.07.2019	715782
31.07.2019	684284
01.08.2019	877643
02.08.2019	768312
03.08.2019	783492
04.08.2019	569134
05.08.2019	718438
06.08.2019	732052
07.08.2019	742477
08.08.2019	692736
09.08.2019	721762
10.08.2019	630929
11.08.2019	582507
12.08.2019	712949
13.08.2019	698671
14.08.2019	736647
15.08.2019	689076
16.08.2019	718875
17.08.2019	641106
18.08.2019	627260
19.08.2019	724461
20.08.2019	733520
21.08.2019	731500
22.08.2019	737144
23.08.2019	733282
24.08.2019	684235
25.08.2019	677260
26.08.2019	750845
27.08.2019	748158
28.08.2019	722262
29.08.2019	724189
30.08.2019	713194
31.08.2019	679773
01.09.2019	690235
02.09.2019	757539
03.09.2019	751224
04.09.2019	714432
05.09.2019	769872
06.09.2019	768500
07.09.2019	677445
08.09.2019	675137
09.09.2019	756508
10.09.2019	691617
11.09.2019	705292
12.09.2019	723726
13.09.2019	623470
14.09.2019	628467
15.09.2019	633961
16.09.2019	733010
17.09.2019	681814
18.09.2019	708743
19.09.2019	692484
20.09.2019	717128
21.09.2019	596973
22.09.2019	576563
23.09.2019	639394
24.09.2019	709522
25.09.2019	677675
26.09.2019	657676
27.09.2019	623632
28.09.2019	607857
29.09.2019	591986
30.09.2019	683924
01.10.2019	645073
02.10.2019	627137
03.10.2019	615189
04.10.2019	590197
05.10.2019	595118
06.10.2019	571769
07.10.2019	629382
08.10.2019	710373
09.10.2019	751354
10.10.2019	706127
11.10.2019	702673
12.10.2019	634450
13.10.2019	566845
14.10.2019	650601
15.10.2019	690703
16.10.2019	694589
17.10.2019	703704
18.10.2019	733646
19.10.2019	665170
20.10.2019	612341
21.10.2019	678528
22.10.2019	726230
23.10.2019	736388
24.10.2019	724917
25.10.2019	741655
26.10.2019	716822
27.10.2019	642955
28.10.2019	721335
29.10.2019	707622
30.10.2019	717618
31.10.2019	744118
01.11.2019	705019
02.11.2019	590976
03.11.2019	571113
04.11.2019	670783
05.11.2019	739254
06.11.2019	707733
07.11.2019	857371
08.11.2019	699138
09.11.2019	604007
10.11.2019	609364
11.11.2019	710155
12.11.2019	708660
13.11.2019	713551
14.11.2019	679505
15.11.2019	683049
16.11.2019	596661
17.11.2019	600168
18.11.2019	734472
19.11.2019	735532
20.11.2019	689771
21.11.2019	762896
22.11.2019	794748
23.11.2019	631670
24.11.2019	596880
25.11.2019	762888
26.11.2019	679733
27.11.2019	674957
28.11.2019	623080
29.11.2019	670568
30.11.2019	584871
01.12.2019	615069
02.12.2019	681210
03.12.2019	610528
04.12.2019	661004
05.12.2019	617647
06.12.2019	573666
07.12.2019	488124
08.12.2019	440672
09.12.2019	635462
10.12.2019	631603
11.12.2019	625349
12.12.2019	635638
13.12.2019	621511
14.12.2019	551143
15.12.2019	526996
16.12.2019	634682
17.12.2019	646999
18.12.2019	663295
19.12.2019	620140
20.12.2019	614338
21.12.2019	545378
22.12.2019	529935
23.12.2019	631635
24.12.2019	602814
25.12.2019	565093
26.12.2019	586645
27.12.2019	580029
28.12.2019	516438
29.12.2019	480131
30.12.2019	584426
31.12.2019	554215
01.01.2020	466526
02.01.2020	505639
03.01.2020	581641
04.01.2020	559074
05.01.2020	524664
06.01.2020	626525
07.01.2020	646478
08.01.2020	653831
09.01.2020	621399
10.01.2020	605095
11.01.2020	549612
12.01.2020	523951
13.01.2020	565389
14.01.2020	671748
15.01.2020	698399
16.01.2020	693649
17.01.2020	676556
18.01.2020	628211
19.01.2020	615368
20.01.2020	599266
21.01.2020	558962
22.01.2020	513767
23.01.2020	552533
24.01.2020	497135
25.01.2020	435515
26.01.2020	428839
27.01.2020	476541
28.01.2020	526284
29.01.2020	551529
30.01.2020	566052
31.01.2020	583358
01.02.2020	545761
02.02.2020	530094
03.02.2020	621191
04.02.2020	524476
05.02.2020	610780
06.02.2020	606505
07.02.2020	626252
08.02.2020	661649
09.02.2020	628631
10.02.2020	668760
11.02.2020	709280
12.02.2020	798162
13.02.2020	764763
14.02.2020	771827
15.02.2020	699151
16.02.2020	661490
17.02.2020	695366
18.02.2020	733983
19.02.2020	699570
20.02.2020	689600
21.02.2020	670542
22.02.2020	605859
23.02.2020	606290
24.02.2020	687702
25.02.2020	670257
26.02.2020	704929
27.02.2020	714482
28.02.2020	688694
29.02.2020	620465
01.03.2020	628500
02.03.2020	681477
03.03.2020	661419
04.03.2020	663966
05.03.2020	720114
06.03.2020	676799
07.03.2020	630992
08.03.2020	662565
09.03.2020	784085
10.03.2020	760588
11.03.2020	713065
12.03.2020	760781
13.03.2020	847947
14.03.2020	681830
15.03.2020	657653
16.03.2020	784094
17.03.2020	763100
18.03.2020	768437
19.03.2020	864017
20.03.2020	822158
21.03.2020	857503
22.03.2020	746195
23.03.2020	801238
24.03.2020	791900
25.03.2020	765389
26.03.2020	772649
27.03.2020	748776
28.03.2020	667726
29.03.2020	607984
30.03.2020	728076
31.03.2020	731749
01.04.2020	683007
02.04.2020	720554
03.04.2020	722688
04.04.2020	625952
05.04.2020	614001
06.04.2020	771300
07.04.2020	783472
08.04.2020	830223
09.04.2020	727502
10.04.2020	745643
11.04.2020	680523
12.04.2020	678530
13.04.2020	744306
14.04.2020	813972
15.04.2020	792152
16.04.2020	790334
17.04.2020	785639
18.04.2020	783111
19.04.2020	741675
20.04.2020	828885
21.04.2020	812963
22.04.2020	790519
23.04.2020	826397
24.04.2020	846807
25.04.2020	792299
26.04.2020	801949
27.04.2020	841193
28.04.2020	838453
29.04.2020	897881
30.04.2020	899459
01.05.2020	827138
02.05.2020	765990
03.05.2020	789689
04.05.2020	774035
05.05.2020	785518
06.05.2020	833506
07.05.2020	877129
08.05.2020	889769
09.05.2020	894382
10.05.2020	879153
11.05.2020	887554
12.05.2020	880678
13.05.2020	856962
14.05.2020	820300
15.05.2020	888691
16.05.2020	875030
17.05.2020	808464
18.05.2020	857645
19.05.2020	848038
20.05.2020	855377
21.05.2020	867704
22.05.2020	916282
23.05.2020	868425
24.05.2020	825755
25.05.2020	875607
26.05.2020	916975
27.05.2020	896217
28.05.2020	907265
29.05.2020	949269
30.05.2020	881950
31.05.2020	850103
01.06.2020	929874
02.06.2020	980902
03.06.2020	898364
04.06.2020	930407
05.06.2020	901995
06.06.2020	946196
07.06.2020	943786
08.06.2020	966206
09.06.2020	923075
10.06.2020	939890
11.06.2020	925331
12.06.2020	889318
13.06.2020	833267
14.06.2020	785017
15.06.2020	912281
16.06.2020	904928
17.06.2020	879736
18.06.2020	913845
19.06.2020	945942
20.06.2020	941415
21.06.2020	987058
22.06.2020	1092083
23.06.2020	1119442
24.06.2020	1070862
25.06.2020	1041742
26.06.2020	1017505
27.06.2020	1017138
28.06.2020	1002369
29.06.2020	1056189
30.06.2020	1111318
01.07.2020	1044438
02.07.2020	1039119
03.07.2020	1022098
04.07.2020	946287
05.07.2020	880075
06.07.2020	1020012
07.07.2020	1064506
08.07.2020	1092210
09.07.2020	1070343
10.07.2020	1034806
11.07.2020	982930
12.07.2020	997960
13.07.2020	1151834
14.07.2020	1098661
15.07.2020	1111360
16.07.2020	1068620
17.07.2020	1078101
18.07.2020	1071509
19.07.2020	1082448
20.07.2020	1143700
21.07.2020	1120095
22.07.2020	1138040
23.07.2020	1147143
24.07.2020	1146282
25.07.2020	1175506
26.07.2020	1137893
27.07.2020	1261456
28.07.2020	1222353
29.07.2020	1163851
30.07.2020	1164479
31.07.2020	1218838
01.08.2020	1171566
02.08.2020	1125886
03.08.2020	1176793
04.08.2020	1168815
05.08.2020	1182699
06.08.2020	1215885
07.08.2020	1249695
08.08.2020	1182406
09.08.2020	1229151
10.08.2020	1289980
11.08.2020	1254244
12.08.2020	1229214
13.08.2020	1209139
14.08.2020	1201546
15.08.2020	1107833
16.08.2020	1152369
17.08.2020	1181976
18.08.2020	1229256
19.08.2020	1216891
20.08.2020	1182994
21.08.2020	1256752
22.08.2020	1102479
23.08.2020	1122524
24.08.2020	1162182
25.08.2020	1138199
26.08.2020	1170979
27.08.2020	1136576
28.08.2020	1131912
29.08.2020	1130992
30.08.2020	1142415
31.08.2020	1235856
01.09.2020	1245701
02.09.2020	1181212
03.09.2020	1149636
04.09.2020	1141207
05.09.2020	1040906
06.09.2020	1026667
07.09.2020	1051480
08.09.2020	1026700
09.09.2020	1052603
10.09.2020	1120964
11.09.2020	1074413
12.09.2020	1034584
13.09.2020	1042047
14.09.2020	1079688
15.09.2020	1089837
16.09.2020	1035013
17.09.2020	1406016
18.09.2020	1244808
19.09.2020	1090001
20.09.2020	1095309
21.09.2020	1133662
22.09.2020	1081497
23.09.2020	1084100
24.09.2020	1087537
25.09.2020	1034790
26.09.2020	984559
27.09.2020	966479
28.09.2020	1080187
29.09.2020	1088234
30.09.2020	1079040
01.10.2020	1018741
02.10.2020	1002138
03.10.2020	956528
04.10.2020	985452
05.10.2020	1027690
06.10.2020	1083502
07.10.2020	1035384
08.10.2020	1019446
09.10.2020	1049571
10.10.2020	1036351
11.10.2020	1004701
12.10.2020	1092162
13.10.2020	1127396
14.10.2020	1093927
15.10.2020	1249576
16.10.2020	1161135
17.10.2020	1051772
18.10.2020	995711
19.10.2020	1128930
20.10.2020	1105678
21.10.2020	1159354
22.10.2020	1189043
23.10.2020	1132837
24.10.2020	1012156
25.10.2020	965206
26.10.2020	1086139
27.10.2020	1082781
28.10.2020	1139608
29.10.2020	1107849
30.10.2020	1111013
31.10.2020	1089587
01.11.2020	1050753
02.11.2020	1156870
03.11.2020	1119359
04.11.2020	1137324
05.11.2020	1128431
06.11.2020	1171971
07.11.2020	1131722
08.11.2020	1016465
09.11.2020	1147695
10.11.2020	1157455
11.11.2020	1096582
12.11.2020	1099253
13.11.2020	1156377
14.11.2020	1067063
15.11.2020	1037428
16.11.2020	1105512
17.11.2020	1177765
18.11.2020	1120798
19.11.2020	1122748
20.11.2020	1162871
21.11.2020	1172183
22.11.2020	1148006
23.11.2020	1213632
24.11.2020	1240072
25.11.2020	1205924
26.11.2020	1173330
27.11.2020	1102889
28.11.2020	992335
29.11.2020	993930
30.11.2020	1183915
01.12.2020	1172361
02.12.2020	1071389
03.12.2020	1114178
04.12.2020	1134337
05.12.2020	1055722
06.12.2020	1034515
07.12.2020	1102501
08.12.2020	1149816
09.12.2020	1150822
10.12.2020	1092429
11.12.2020	1122160
12.12.2020	1092064
13.12.2020	1142703
14.12.2020	1241593
15.12.2020	1215285
16.12.2020	1261767
17.12.2020	1342281
18.12.2020	1193950
19.12.2020	1162872
20.12.2020	1074305
21.12.2020	1146949
22.12.2020	1147101
23.12.2020	1254308
24.12.2020	1142743
25.12.2020	1140417
26.12.2020	1139562
27.12.2020	1177372
28.12.2020	1256783
29.12.2020	1206703
30.12.2020	1227653
31.12.2020	1163876
01.01.2021	1136712
02.01.2021	1170839
03.01.2021	1234419
04.01.2021	1275169
05.01.2021	1258441
06.01.2021	1280434
07.01.2021	1298568
08.01.2021	1288953
09.01.2021	1231759
10.01.2021	1210603
11.01.2021	1285133
12.01.2021	1165508
13.01.2021	1126532
14.01.2021	1184604
15.01.2021	1227187
16.01.2021	1193339
17.01.2021	1133096
18.01.2021	1217953
19.01.2021	1252236
20.01.2021	1213930
21.01.2021	1178190
22.01.2021	1182794
23.01.2021	1140666
24.01.2021	1117744
25.01.2021	1207263
26.01.2021	1194595
27.01.2021	1140980
28.01.2021	1190834
29.01.2021	1293963
30.01.2021	1218241
31.01.2021	1244924
01.02.2021	1300451
02.02.2021	1302891
03.02.2021	1314906
04.02.2021	1309863
05.02.2021	1316904
06.02.2021	1227828
07.02.2021	1230638
08.02.2021	1275739
09.02.2021	1327544
10.02.2021	1320357
11.02.2021	1270521
12.02.2021	1290300
13.02.2021	1252364
14.02.2021	1206665
15.02.2021	1210500
16.02.2021	1217916
17.02.2021	1258503
18.02.2021	1298425
19.02.2021	1323618
20.02.2021	1337507
21.02.2021	1233518
22.02.2021	1312178
23.02.2021	1302882
24.02.2021	1285208
25.02.2021	1232758
26.02.2021	1241074
27.02.2021	1202432
28.02.2021	1179859
01.03.2021	1185925
02.03.2021	1240182
03.03.2021	1235048
04.03.2021	1234903
05.03.2021	1208640
06.03.2021	1160519
07.03.2021	1180104
08.03.2021	1216417
09.03.2021	1275347
10.03.2021	1256065
11.03.2021	1284767
12.03.2021	1325679
13.03.2021	1293352
14.03.2021	1277890
15.03.2021	1321388
16.03.2021	1308992
17.03.2021	1272298
18.03.2021	1299760
19.03.2021	1291231
20.03.2021	1262309
21.03.2021	1206064
22.03.2021	1307460
23.03.2021	1298959
24.03.2021	1309468
25.03.2021	1349663
26.03.2021	1265836
27.03.2021	1230764
28.03.2021	1211918
29.03.2021	1269901
30.03.2021	1300973
31.03.2021	1354603
01.04.2021	1368006
02.04.2021	1358619
03.04.2021	1293333
04.04.2021	1197875
05.04.2021	1296946
06.04.2021	1335799
07.04.2021	1312638
08.04.2021	1284449
09.04.2021	1300882
10.04.2021	1315016
11.04.2021	1256904
12.04.2021	1347983
13.04.2021	1350467
14.04.2021	1386341
15.04.2021	1197340
16.04.2021	1426977
17.04.2021	1453000
18.04.2021	1396766
19.04.2021	1476842
20.04.2021	1555560
21.04.2021	1565355
22.04.2021	1577266
23.04.2021	1537100
24.04.2021	1389103
25.04.2021	1395229
26.04.2021	1448466
27.04.2021	1448293
28.04.2021	1517604
29.04.2021	1530717
30.04.2021	1441230
01.05.2021	1427568
02.05.2021	1417458
03.05.2021	1488804
04.05.2021	1536119
05.05.2021	1518877
06.05.2021	1532197
07.05.2021	1527890
08.05.2021	1710882
09.05.2021	1716600
10.05.2021	1716489
11.05.2021	1716051
12.05.2021	1624077
13.05.2021	1588560
14.05.2021	1531689
15.05.2021	1472680
16.05.2021	1425115
17.05.2021	1446627
18.05.2021	1425053
19.05.2021	1461174
20.05.2021	1459146
21.05.2021	1367394
22.05.2021	1283663
23.05.2021	1264253
24.05.2021	1312739
25.05.2021	1289446
26.05.2021	1326432
27.05.2021	1291385
28.05.2021	1305078
29.05.2021	1293425
30.05.2021	1280282
31.05.2021	1297889
01.06.2021	1274354
02.06.2021	1314178
03.06.2021	1342564
04.06.2021	1301803
05.06.2021	1176676
06.06.2021	1134526
07.06.2021	1225549
08.06.2021	1221063
09.06.2021	1194275
10.06.2021	1188556
11.06.2021	1183286
12.06.2021	1131777
13.06.2021	1124736
14.06.2021	1188556
15.06.2021	1224101
16.06.2021	1201109
17.06.2021	1218956
18.06.2021	1170182
19.06.2021	1050189
20.06.2021	1057288
21.06.2021	1209567
22.06.2021	1297644
23.06.2021	1201974
24.06.2021	1207012
25.06.2021	1227331
26.06.2021	1150460
27.06.2021	1104703
28.06.2021	1404100
29.06.2021	1264320
30.06.2021	1212214
01.07.2021	1211710
02.07.2021	1181574
03.07.2021	1122543
04.07.2021	1105343
05.07.2021	1147895
06.07.2021	1355421
07.07.2021	1290979
08.07.2021	1262627
09.07.2021	1223691
10.07.2021	1139265
11.07.2021	1101766
12.07.2021	1191465
13.07.2021	1183412
14.07.2021	1223130
15.07.2021	1259972
16.07.2021	1199018
17.07.2021	1164624
18.07.2021	1168843
19.07.2021	1195218
20.07.2021	1192750
21.07.2021	1195171
22.07.2021	1202844
23.07.2021	1203397
24.07.2021	1225509
25.07.2021	1128848
26.07.2021	1260619
27.07.2021	1318124
28.07.2021	1300283
29.07.2021	1259128
30.07.2021	1242337
31.07.2021	1212322
01.08.2021	1190618
02.08.2021	1269470
03.08.2021	1219663
04.08.2021	1223841
05.08.2021	1159663
06.08.2021	1212021
07.08.2021	1198433
08.08.2021	1184278
09.08.2021	1218594
10.08.2021	1212289
11.08.2021	1234409
12.08.2021	1195283
13.08.2021	1197050
14.08.2021	1159942
15.08.2021	1125295
16.08.2021	1253968
17.08.2021	1252163
18.08.2021	1201544
19.08.2021	1255453
20.08.2021	1260054
21.08.2021	1186758
22.08.2021	1183893
23.08.2021	1245624
24.08.2021	1247051
25.08.2021	1184780
26.08.2021	1175063
27.08.2021	1119072
28.08.2021	1131721
29.08.2021	1147150
30.08.2021	1198993
31.08.2021	1206314
01.09.2021	1225104
02.09.2021	1261258
03.09.2021	1203508
04.09.2021	1189085
05.09.2021	1136467
06.09.2021	1206493
07.09.2021	1308071
08.09.2021	1178449
09.09.2021	1219850
10.09.2021	1244706
11.09.2021	1249438
12.09.2021	1211328
13.09.2021	1267491
14.09.2021	1231240
15.09.2021	1207590
16.09.2021	1224358
17.09.2021	1187578
18.09.2021	1143196
19.09.2021	1128226
20.09.2021	1174559
21.09.2021	1193295
22.09.2021	1174030
23.09.2021	1193053
24.09.2021	1152685
25.09.2021	1121078
26.09.2021	1088537
27.09.2021	1133903
28.09.2021	1108122
29.09.2021	1135869
30.09.2021	1116157
01.10.2021	1207263
02.10.2021	1117899
03.10.2021	1130224
04.10.2021	1121513
05.10.2021	1235674
06.10.2021	1337833
07.10.2021	1344295
08.10.2021	1287034
09.10.2021	1191856
10.10.2021	1137901
11.10.2021	1183486
12.10.2021	1203566
13.10.2021	1189854
14.10.2021	1227097
15.10.2021	1302993
16.10.2021	1185775
17.10.2021	1144184
18.10.2021	1197673
19.10.2021	1243503
20.10.2021	1259885
21.10.2021	1277275
22.10.2021	1256044
23.10.2021	1235169
24.10.2021	1261312
25.10.2021	1299495
26.10.2021	1344772
27.10.2021	1370504
28.10.2021	1510502
29.10.2021	1456333
30.10.2021	1379095
31.10.2021	1304184
01.11.2021	1341733
02.11.2021	1395656
03.11.2021	1417221
04.11.2021	1352186
05.11.2021	1339661
06.11.2021	1255921
07.11.2021	1277084
08.11.2021	1329018
09.11.2021	1334145
10.11.2021	1390746
11.11.2021	1347643
12.11.2021	1345131
13.11.2021	1300464
14.11.2021	1275744
15.11.2021	1289636
16.11.2021	1310153
17.11.2021	1353219
18.11.2021	1284250
19.11.2021	1255788
20.11.2021	1160128
21.11.2021	1260939
22.11.2021	1221508
23.11.2021	1264994
24.11.2021	1342491
25.11.2021	1301578
26.11.2021	1297524
27.11.2021	1213284
28.11.2021	1135653
29.11.2021	1247688
30.11.2021	1280926
01.12.2021	1221643
02.12.2021	1265286
03.12.2021	1211488
04.12.2021	1235697
05.12.2021	1386491
06.12.2021	1244773
07.12.2021	1224771
08.12.2021	1296307
09.12.2021	1251338
10.12.2021	1237735
11.12.2021	1199788
12.12.2021	1181898
13.12.2021	1242978
14.12.2021	1214900
15.12.2021	1258462
16.12.2021	1155456
17.12.2021	1270762
18.12.2021	1159873
19.12.2021	1137784
20.12.2021	1201239
21.12.2021	1203638
22.12.2021	1233315
23.12.2021	1245242
24.12.2021	1298329
25.12.2021	1299519
26.12.2021	1206942
27.12.2021	1252037
28.12.2021	1241032
29.12.2021	1252468
30.12.2021	1255688
31.12.2021	1214585
01.01.2022	1180989
02.01.2022	1158900
03.01.2022	1209173
04.01.2022	1221316
05.01.2022	1249628
06.01.2022	1212495
07.01.2022	1188490
08.01.2022	1185567
09.01.2022	1108871
10.01.2022	1234334
11.01.2022	1279382
12.01.2022	1284796
13.01.2022	1283720
14.01.2022	1219814
15.01.2022	1175158
16.01.2022	1163388
17.01.2022	1199243
18.01.2022	1170707
19.01.2022	1223487
20.01.2022	1190108
21.01.2022	1189898
22.01.2022	1204920
23.01.2022	1077884
24.01.2022	1147109
25.01.2022	1177640
26.01.2022	1146116
27.01.2022	1133684
28.01.2022	1137777
29.01.2022	1147157
30.01.2022	1184007
31.01.2022	1178283
01.02.2022	1173245
02.02.2022	1152842
03.02.2022	1111430
04.02.2022	1169645
05.02.2022	1235023
06.02.2022	1174853
07.02.2022	1164650
08.02.2022	1180780
09.02.2022	1205889
10.02.2022	1205676
11.02.2022	1183966
12.02.2022	1114648
13.02.2022	1115296
14.02.2022	1147522
15.02.2022	1192633
16.02.2022	1194842
17.02.2022	1141997
18.02.2022	1252754
19.02.2022	1150162
20.02.2022	1343869
21.02.2022	1134349
22.02.2022	1129213
23.02.2022	1147632
24.02.2022	1181182
25.02.2022	1137898
26.02.2022	1167802
27.02.2022	1125065
28.02.2022	1108112
01.03.2022	1161564
02.03.2022	1191369
03.03.2022	1167367
04.03.2022	1167760
05.03.2022	1077981
06.03.2022	1123245
07.03.2022	1174953
08.03.2022	1195626
09.03.2022	1178322
10.03.2022	1229591
11.03.2022	1119334
12.03.2022	1120627
13.03.2022	1041827
14.03.2022	1097913
15.03.2022	1190461
16.03.2022	1236011
17.03.2022	1174765
18.03.2022	1265944
19.03.2022	1127607
20.03.2022	1119066
21.03.2022	1162829
22.03.2022	1220571
23.03.2022	1164437
24.03.2022	1151969
25.03.2022	1146956
26.03.2022	1123935
27.03.2022	1122675
28.03.2022	1218992
29.03.2022	1199899
30.03.2022	1152200
31.03.2022	1167121
01.04.2022	1159493
02.04.2022	1094745
03.04.2022	1060779
04.04.2022	1105431
05.04.2022	1087408
06.04.2022	1127174
07.04.2022	1127793
08.04.2022	1104440
09.04.2022	1085399
10.04.2022	1104239
11.04.2022	1113264
12.04.2022	1112524
13.04.2022	1067983
14.04.2022	1117435
15.04.2022	1110994
16.04.2022	1059286
17.04.2022	1043251
18.04.2022	1103439
19.04.2022	1214751
20.04.2022	1242246
21.04.2022	1120237
22.04.2022	1144822
23.04.2022	1051478
24.04.2022	1071863
25.04.2022	1149227
26.04.2022	1125250
27.04.2022	1161828
28.04.2022	1155514
29.04.2022	1168081
30.04.2022	1212031
01.05.2022	1154787
02.05.2022	1112165
03.05.2022	1077569
04.05.2022	1102254
05.05.2022	1187804
06.05.2022	1116562
07.05.2022	1051489
08.05.2022	1087198
09.05.2022	1158340
10.05.2022	1202934
11.05.2022	1210708
12.05.2022	1327755
13.05.2022	1342405
14.05.2022	1139785
15.05.2022	1089441
16.05.2022	1124352
17.05.2022	1135718
18.05.2022	1177913
19.05.2022	1093367
20.05.2022	1112811
21.05.2022	1094539
22.05.2022	1055644
23.05.2022	1085863
24.05.2022	1100715
25.05.2022	1094639
26.05.2022	1071180
27.05.2022	1093469
28.05.2022	1069802
29.05.2022	1065407
30.05.2022	1070320
31.05.2022	1149142
01.06.2022	1091283
02.06.2022	1092867
03.06.2022	1067485
04.06.2022	1029414
05.06.2022	1007109
06.06.2022	1044319
07.06.2022	1050984
08.06.2022	1042749
09.06.2022	1022462
10.06.2022	1079448
11.06.2022	1031618
12.06.2022	1021635
13.06.2022	1109435
14.06.2022	1086757
15.06.2022	1097000
16.06.2022	1100312
17.06.2022	1110579
18.06.2022	1058336
19.06.2022	1018674
20.06.2022	1042748
21.06.2022	1012862
22.06.2022	988683
23.06.2022	967965
24.06.2022	1019472
25.06.2022	939290
26.06.2022	919721
27.06.2022	994102
28.06.2022	976577
29.06.2022	1005566
30.06.2022	1054433
01.07.2022	1178620
02.07.2022	1189382
03.07.2022	1157052
04.07.2022	1151999
05.07.2022	1182504
06.07.2022	1161432
07.07.2022	1194330
08.07.2022	1192819
09.07.2022	1170747
10.07.2022	1148902
11.07.2022	1146369
12.07.2022	1135896
13.07.2022	1174882
14.07.2022	1189567
15.07.2022	1217596
16.07.2022	1241502
17.07.2022	1245545
18.07.2022	1213565
19.07.2022	1175526
20.07.2022	1191452
21.07.2022	1204397
22.07.2022	1201699
23.07.2022	1144468
24.07.2022	1122303
25.07.2022	1275861
26.07.2022	1679068
27.07.2022	1197448
28.07.2022	1158611
29.07.2022	1192330
30.07.2022	1179749
31.07.2022	1158621
01.08.2022	1342202
02.08.2022	1206185
03.08.2022	1250888
04.08.2022	1459603
05.08.2022	1207499
06.08.2022	1148225
07.08.2022	1166932
08.08.2022	1167115
09.08.2022	1125139
10.08.2022	1160380
11.08.2022	1098707
12.08.2022	1130848
13.08.2022	1106236
14.08.2022	1102367
15.08.2022	1104696
16.08.2022	1086312
17.08.2022	1099261
18.08.2022	1117868
19.08.2022	1093531
20.08.2022	1096088
21.08.2022	1077250
22.08.2022	1060308
23.08.2022	1075718
24.08.2022	1043820
25.08.2022	1074563
26.08.2022	1057768
27.08.2022	1047949
28.08.2022	1025044
29.08.2022	1083202
30.08.2022	1051964
31.08.2022	1035135
01.09.2022	1085332
02.09.2022	1083220
03.09.2022	1035586
04.09.2022	1113119
05.09.2022	1091350
06.09.2022	1076929
07.09.2022	1068296
08.09.2022	1078689
09.09.2022	1093966
10.09.2022	998158
11.09.2022	1024482
12.09.2022	1068969
13.09.2022	1093205
14.09.2022	1109413
15.09.2022	1265640
16.09.2022	1311849
17.09.2022	1322077
18.09.2022	1156893
19.09.2022	1138461
20.09.2022	1149031
21.09.2022	1100130
22.09.2022	1118447
23.09.2022	1119895
24.09.2022	1109206
25.09.2022	1107217
26.09.2022	1141243
27.09.2022	1214294
28.09.2022	1109844
29.09.2022	1129558
30.09.2022	1226032
01.10.2022	1158038
02.10.2022	1163876
03.10.2022	1307142
04.10.2022	1185468
05.10.2022	1169356
06.10.2022	1202667
07.10.2022	1180358
08.10.2022	1180084
09.10.2022	1068531
10.10.2022	1123390
11.10.2022	1130309
12.10.2022	1074204
13.10.2022	1124129
14.10.2022	1071895
15.10.2022	1037870
16.10.2022	980678
17.10.2022	1073063
18.10.2022	1063002
19.10.2022	1088602
20.10.2022	1155589
21.10.2022	1116822
22.10.2022	959417
23.10.2022	1009771
24.10.2022	1039240
25.10.2022	1048003
26.10.2022	1104802
27.10.2022	1111785
28.10.2022	1059633
29.10.2022	1038800
30.10.2022	1033475
31.10.2022	1063524
01.11.2022	1072073
02.11.2022	1015945
03.11.2022	1093977
04.11.2022	1014135
05.11.2022	952067
06.11.2022	962845
07.11.2022	1106711
08.11.2022	1132048
09.11.2022	1219814
10.11.2022	1184632
11.11.2022	1118967
12.11.2022	1033438
13.11.2022	1133442
14.11.2022	1192824
15.11.2022	1136911
16.11.2022	1083796
17.11.2022	1103401
18.11.2022	1008485
19.11.2022	911890
20.11.2022	927233
21.11.2022	964041
22.11.2022	962924
23.11.2022	972566
24.11.2022	990202
25.11.2022	999123
26.11.2022	934988
27.11.2022	881336
28.11.2022	1087721
29.11.2022	1047387
30.11.2022	1026508
01.12.2022	984268
02.12.2022	1032952
03.12.2022	963761
04.12.2022	962172
05.12.2022	1008205
06.12.2022	1049263
07.12.2022	972121
08.12.2022	923887
09.12.2022	1932711
10.12.2022	1103199
11.12.2022	1068092
12.12.2022	1182001
13.12.2022	1151038
14.12.2022	1095120
15.12.2022	1080176
16.12.2022	1153430
17.12.2022	1040618
